gcdm_customer_id,country,optin_channel,data_date
B6FD162E60C91EE6A2B9A450E2F48276,AU,N,2021-01-15
B6FD162E60C91EE68CC5D9AB225AA276,AU,,2021-01-15
0017A47705F21ED6ADCA451D9989A94F,AU,Y,2021-01-15
0017A47705F21ED6B5EECB0CD237894F,AU,Y,2021-01-15
0017A47705F21ED6B0DAF268CA87C94F,AU,Y,2021-01-15
B6FD162E60C91EE68DDC37D3CDE6A276,AU,N,2021-01-15
B6FD162E60C91EE68CD3DC6A9BCBA276,AU,,2021-01-15
B6FD162E60C91EE697D612B5B107C276,AU,,2021-01-15
0017A47705F21EE69E9F060C2DED1F31,AU,Y,2021-01-15
B6FD162E60C91EE6A2BDB65795302276,AU,,2021-01-15
B6FD162E60C91EE68CC6A223951FA276,AU,N,2021-01-15
B6FD162E60C91EE68CA0BC0B5024C276,AU,Y,2021-01-15
005056B8A9EA1EDAAAFED2E27605BBA9,AU,Y,2021-01-15
0017A47705F21EE68CEC1D113CB2FF31,AU,N,2021-01-15
B6FD162E60C91EE68CEE49DC69818276,AU,Y,2021-01-15
B6FD162E60C91EE6A2B996E05DAD0276,AU,N,2021-01-15
B6FD162E60C91EE68CCB7E2AE5962276,AU,,2021-01-15
B6FD162E60C91EE68CDFB39F935CE276,AU,,2021-01-15
005056B8A9EA1EDA8DC1AF6A920B9491,AU,N,2021-01-15
0017A47705E81ED7BB9E5C46EFC960C3,AU,,2021-01-15
0017A4770E0A1ED7B1FD69CA332C40C3,AU,N,2021-01-15
005056B829D81EDA83F5BA4FEDCCE38B,AU,,2021-01-15
0017A47705F21EE6A2A7ED6533BADF31,AU,N,2021-01-15
005056B8A9EA1EE9B6F59250B9AE41A9,AU,,2021-01-15
D1C28602FDCA1ED6A6E862E0CB5DD611,AU,Y,2021-01-15
005056B85CC51ED8989D9DF109A35093,AU,Y,2021-01-15
0017A47705E81ED7AE851BBC8604A0C3,AU,,2021-01-15
0017A47705EE1ED795BA84C5F6C480C0,AU,Y,2021-01-15
B6FD162E60C91EE68CC649FB180CE276,AU,,2021-01-15
005056B829D81EEAA6A350F3FC4F279E,AU,Y,2021-01-15
0017A47705F21ED6B28D306423F3094F,AU,N,2021-01-15
0017A47705F21EE68DF1C3F2288C9F31,AU,N,2021-01-15
B6FD162E60C91EE68CED4B8723344276,AU,N,2021-01-15
0017A4770E0A1ED7BEF3B9629D7E20C3,AU,N,2021-01-15
B6FD162E60C91EE68CC8DE395DBC2276,AU,Y,2021-01-15
B6FD162E60C91EE68CEB93C16EE08276,AU,,2021-01-15
0017A47705F21EE68DF10D4EAE4DDF31,AU,Y,2021-01-15
0017A4770E0A1ED8898FC125EFFD80C3,AU,Y,2021-01-15
0017A47705F21EE68DF70BD113695F31,AU,N,2021-01-15
005056B8A9EA1EDA91D5D12791A14B88,AU,N,2021-01-15
B6FD162E60C91EE68CC16412CB11C276,AU,,2021-01-15
B6FD162E60C91EE68CC1BCBE9E6CA276,AU,Y,2021-01-15
B6FD162E60C91EE6A2BE5C07D7CE0276,AU,,2021-01-15
0017A47705F21EE68DF4C29A15117F31,AU,N,2021-01-15
005056B8A9EA1EDABCA2847BB299950F,AU,Y,2021-01-15
B6FD162E60C91EE6A2BAF620C103E276,AU,N,2021-01-15
B6FD162E60C91EE68CC1DCFB0EE0A276,AU,,2021-01-15
B6FD162E60C91EE68CC09BE124798276,AU,,2021-01-15
B6FD162E60C91EE68DE150380F06C276,AU,N,2021-01-15
005056B8A9EA1EE995C2C0D20D5FCBB6,AU,Y,2021-01-15
0017A4770E0A1ED7BEC913C295A1A0C3,AU,Y,2021-01-15
B6FD162E60C91EE6A2BAC841D8B8C276,AU,N,2021-01-15
0017A47705F21EE68CE9BE09E7757F31,AU,N,2021-01-15
B6FD162E60C91EE68DE216D74903E276,AU,,2021-01-15
B6FD162E60C91EE68CC5D97A6D60C276,AU,Y,2021-01-15
005056B864471EEAA9E712E7231C9AAD,AU,Y,2021-01-15
B6FD162E60C91EE68DD867A934E9A276,AU,,2021-01-15
B6FD162E60C91EE68E8749B2463E0276,AU,N,2021-01-15
B6FD162E60C91EE68DDFD62DEAD3A276,AU,Y,2021-01-15
005056B864471EE9B7C16E50702B2320,AU,Y,2021-01-15
0017A47705F21EE68DEC966C026D1F31,AU,,2021-01-15
005056B8A9EA1EE9AEBCDD15A6C7EC30,AU,N,2021-01-15
B6FD162E60C91EE68DDF6F856A766276,AU,N,2021-01-15
0017A47705F21EE68DF63F86F6F4DF31,AU,N,2021-01-15
0017A47705F21EE68DF7F1D9AF46FF31,AU,N,2021-01-15
005056B864471EE99B83A2D3A066F561,AU,N,2021-01-15
0017A47705F21EE68CB9A9B16C63BF31,AU,Y,2021-01-15
B6FD162E60C91EE697F901C727042276,AU,Y,2021-01-15
0017A47705EE1ED79AF98EFECD95A0C0,AU,N,2021-01-15
0017A47705E41ED7A8A6CD9186FD40C1,AU,N,2021-01-15
0017A47705F21ED6B5D06A5CD471894F,AU,N,2021-01-15
005056B85CC51EEA83F575857BF3B9F2,AU,,2021-01-15
B6FD162E60C91EE68E91130DC694C276,AU,Y,2021-01-15
0017A47705F21EE68DF2FBEE4FBAFF31,AU,N,2021-01-15
005056B8A9EA1EE9AB9103DAA6774A18,AU,,2021-01-15
005056B829D81ED8BA82940D91625193,AU,,2021-01-15
005056B864471EE8A3F11446BCE7FA52,AU,Y,2021-01-15
005056B864471EE99B9F0713024CCB2E,AU,Y,2021-01-15
005056B864471EE89EF49FE1E1AAB1AB,AU,Y,2021-01-15
B6FD162E60C91EE68E83F0811783E276,AU,N,2021-01-15
B6FD162E60C91EE68CE0370ED3B26276,AU,N,2021-01-15
B6FD162E60C91EE6A2BBBE20FBD54276,AU,N,2021-01-15
005056B864471ED98EBAC2445FD655EE,AU,Y,2021-01-15
0017A47705E81ED8809580CEDC8880C3,AU,Y,2021-01-15
005056B864471EDAA5A56E82B646F997,AU,Y,2021-01-15
005056B864471EE9A9FF48D597B26FDA,AU,,2021-01-15
0017A47705F21EE68BD5F91812C03F31,AU,N,2021-01-15
005056B864471ED98EBC0383154FBA79,AU,,2021-01-15
005056B85CC51EE98387F8F2BA67CD62,AU,N,2021-01-15
0017A47705F21EE68EB2FF53452CBF31,AU,Y,2021-01-15
B6FD162E60C91EE68CF39F8C5002C276,AU,,2021-01-15
005056B8A9EA1EE980A7F17094547C50,AU,N,2021-01-15
B6FD162E60C91EE697D373B9ED62A276,AU,N,2021-01-15
D1C28602FDCA1ED6B993E66D5373B611,AU,,2021-01-15
B6FD162E60C91EE68CEC51A4998F2276,AU,N,2021-01-15
0017A4770E001ED78C93AAD645A800BD,AU,Y,2021-01-15
B6FD162E60C91EE68CF3F2D5F5588276,AU,N,2021-01-15
005056B864471EDB84A973F8BCC81B07,AU,Y,2021-01-15
005056B864471EEA83F5623C81AF351F,AU,,2021-01-15
B6FD162E60C91EE68CD1DEB925652276,AU,,2021-01-15
0017A47705F21EE68BD38DFD191F1F31,AU,N,2021-01-15
B6FD162E60C91EE68CD52572FD63E276,AU,,2021-01-15
0017A47705F21EE68BD4E4C289FFFF31,AU,N,2021-01-15
005056B85CC51EE898D3C7D3F8585118,AU,Y,2021-01-15
005056B8A9EA1EE984EA30BDB1817094,AU,Y,2021-01-15
B6FD162E60C91EE68CDFDE60D1CC6276,AU,Y,2021-01-15
0017A4770E041ED7A8DA29ACD79660C1,AU,Y,2021-01-15
B6FD162E60C91EE68CDEF0C8F9158276,AU,N,2021-01-15
0017A47705F21EE69DBA45A6C5481F31,AU,N,2021-01-15
005056B85CC51EE896EDF0CB4052D381,AU,Y,2021-01-15
0017A47705EE1ED79CDB4B95F24EE0C0,AU,Y,2021-01-15
0017A47705F21EE697C215D5B47B9F31,AU,N,2021-01-15
0017A4770E041ED7A1BA3237F3DBC0C1,AU,N,2021-01-15
005056B829D81EEAA2AC5FC9A884E77D,AU,N,2021-01-15
B6FD162E60C91EE68E8D3EEB0AFDC276,AU,N,2021-01-15
005056B85CC51ED8BDE106A9E2D2B772,AU,N,2021-01-15
B6FD162E60C91EE68E9B14B70CDF8276,AU,Y,2021-01-15
0017A4770E0A1ED886D90D22089400C3,AU,Y,2021-01-15
B6FD162E60C91EE6A2BF1A6E18C8C276,AU,N,2021-01-15
B6FD162E60C91EE68CD127AC8F618276,AU,Y,2021-01-15
0017A47705F21EE68DD1590DC9243F31,AU,N,2021-01-15
0017A47705F21EE68BDD7514F5EADF31,AU,N,2021-01-15
0017A47705F21EE695A49D7D961DBF31,AU,Y,2021-01-15
B6FD162E60C91EE68CF5F7A93D9BE276,AU,N,2021-01-15
B6FD162E60C91EE68CE24F0BDF8CC276,AU,N,2021-01-15
0017A4770E0A1ED88684B8FA9C2E80C3,AU,N,2021-01-15
0017A47705F21EE68DF2FC1B508EBF31,AU,Y,2021-01-15
005056B8A9EA1EE98F85277080AF226C,AU,,2021-01-15
005056B829D81EDA83F5B43F435FA38A,AU,,2021-01-15
B6FD162E60C91EE68CD2A8956D8EA276,AU,,2021-01-15
D1C28602FDCA1ED6B8971E324EFF3611,AU,,2021-01-15
0017A47705F21EE68DD1D10DCAA55F31,AU,Y,2021-01-15
005056B864471EE8BFC3D92DCD3C908D,AU,N,2021-01-15
0017A47705EE1ED791E08F7DBF8180C0,AU,Y,2021-01-15
0017A47705F21EE68DF34407C4A1DF31,AU,Y,2021-01-15
0017A47705F21EE68BC4342391C69F31,AU,N,2021-01-15
005056B864471EDA98F50E2916E96908,AU,N,2021-01-15
005056B864471EE8B392BD8C2DD27371,AU,Y,2021-01-15
005056B829D81EE9B095C3F78CDB0531,AU,,2021-01-15
005056B85CC51ED985ED43DF54359A1D,AU,Y,2021-01-15
005056B864471EE8B8B9854A803E78E3,AU,Y,2021-01-15
005056B8A9EA1ED8A18D2BF5E9FE194B,AU,Y,2021-01-15
B6FD162E60C91EE68E84445255E10276,AU,Y,2021-01-15
B6FD162E60C91EE68DDD2DA2001C6276,AU,N,2021-01-15
005056B829D81EDB80FE7EE305FCCB40,AU,Y,2021-01-15
005056B85CC51EEA96F9398C1F22AC17,AU,N,2021-01-15
005056B85CC51EEA83F5A831F7679AC5,AU,,2021-01-15
005056B864471ED9B4956B955E444A8B,AU,Y,2021-01-15
0017A4770E0A1ED89397E041DC21C0C4,AU,,2021-01-15
B6FD162E60C91EE68CCAAE0A89846276,AU,,2021-01-15
005056B85CC51EE9B7DA005D559A3642,AU,,2021-01-15
B6FD162E60C91EE68CEB19FD605FC276,AU,,2021-01-15
0017A47705E41ED7AC9E7246009BA0C1,AU,Y,2021-01-15
0017A47705E81ED7BA9D7DBD171E00C3,AU,Y,2021-01-15
0017A47705E81ED893CCA8264B7080C3,AU,Y,2021-01-15
B6FD162E60C91EE68CA41CF821D0A276,AU,Y,2021-01-15
B6FD162E60C91EE697D5597F2294A276,AU,,2021-01-15
0017A47705F21EE695C1A69ADE70FF31,AU,Y,2021-01-15
B6FD162E60C91EE68CC988A616396276,AU,,2021-01-15
005056B829D81EDB90C0934543511339,AU,N,2021-01-15
B6FD162E60C91EE6A2B8A7B1C2E44276,AU,N,2021-01-15
B6FD162E60C91EE68CC9420386F3A276,AU,,2021-01-15
0017A47705F21EE68DF47E8FE31E3F31,AU,N,2021-01-15
B6FD162E60C91EE68DE1932FA04DC276,AU,Y,2021-01-15
B6FD162E60C91EE68CCD4AF095C66276,AU,Y,2021-01-15
B6FD162E60C91EE68DDA151CFBF2E276,AU,Y,2021-01-15
B6FD162E60C91EE6A2B91B0D86AF8276,AU,N,2021-01-15
005056B85CC51ED8A6E2DC4F777E7FAB,AU,Y,2021-01-15
0017A47705F21EE68DF70C1AA6159F31,AU,N,2021-01-15
B6FD162E60C91EE68BDD06ADD346C276,AU,Y,2021-01-15
005056B829D81EEA9AD7D7C2060FDA2C,AU,Y,2021-01-15
005056B8A9EA1ED89EAA6C3457D8EF3F,AU,N,2021-01-15
005056B864471EE9BFAF4A43DB8E7DCA,AU,Y,2021-01-15
B6FD162E60C91EE68CC5ACB853B26276,AU,Y,2021-01-15
0017A47705F21EE68DF56E9CF5B0FF31,AU,Y,2021-01-15
005056B85CC51EEA988FC65438E3AE44,AU,N,2021-01-15
0017A47705F21EE69BA33AB59CDA7F31,AU,Y,2021-01-15
B6FD162E60C91EE68E84B72D2D4A6276,AU,N,2021-01-15
005056B85CC51ED8B590ECA61A61A550,AU,Y,2021-01-15
005056B864471EDA929A62206820A503,AU,Y,2021-01-15
B6FD162E60C91EE68CC876974CA1A276,AU,Y,2021-01-15
B6FD162E60C91EE68CF02AEB7442C276,AU,N,2021-01-15
005056B829D81EEAA2AC4F95F3CB673E,AU,Y,2021-01-15
0017A47705F21EE68DEC0D236F9F5F31,AU,,2021-01-15
0017A4770E0A1ED7BDCAC7FFDC5DE0C3,AU,Y,2021-01-15
B6FD162E60C91EE6A2B90D3140EB4276,AU,Y,2021-01-15
0017A47705F21EE68DF1A193A2B3DF31,AU,N,2021-01-15
D1C28602FDCA1ED6B58B934A05853611,AU,N,2021-01-15
005056B864471EEA83F5BED9DEF3B694,AU,,2021-01-15
B6FD162E60C91EE68CA41D2E38D6E276,AU,Y,2021-01-15
B6FD162E60C91EE68CD01CDAC857E276,AU,Y,2021-01-15
0017A4770E0A1ED7BD9129C77E23E0C3,AU,Y,2021-01-15
B6FD162E60C91EE68CEEDE5BC23AA276,AU,N,2021-01-15
005056B864471EEA83F571EA68A99579,AU,,2021-01-15
B6FD162E60C91EE6A2BEE49CB75F0276,AU,N,2021-01-15
B6FD162E60C91EE68CEE21D8FF1BA276,AU,Y,2021-01-15
0017A4770E0A1ED7B78B92EAD446E0C3,AU,Y,2021-01-15
005056B85CC51EE898D0338029F48295,AU,N,2021-01-15
005056B829D81ED99CFE5C2D71C11AE7,AU,,2021-01-15
005056B8A9EA1ED98F9E417517193692,AU,,2021-01-15
B6FD162E60C91EE68E8C05CB8344A276,AU,N,2021-01-15
0017A47705F21EE68DFAA49C96615F31,AU,N,2021-01-15
0017A47705E81ED6BFF5BF894D6FE0BF,AU,N,2021-01-15
B6FD162E60C91EE68E86D19582E4E276,AU,Y,2021-01-15
0017A47705F21EE68DFAC6BFCA5F7F31,AU,Y,2021-01-15
005056B829D81EDA9BD3C30F37FE67CD,AU,,2021-01-15
0017A47705F21EE68CBA76B3A36F5F31,AU,,2021-01-15
B6FD162E60C91EE68DDE33176044E276,AU,Y,2021-01-15
B6FD162E60C91EE68CDF40894A092276,AU,Y,2021-01-15
005056B8A9EA1EE9BDCC79C6ECB4F75B,AU,Y,2021-01-15
005056B85CC51EEA83F594513BEF1A61,AU,,2021-01-15
005056B829D81EDABE9E4522F331DF2A,AU,Y,2021-01-15
005056B8A9EA1EE89FE338FB47CCD4AE,AU,,2021-01-15
0017A4770E0A1ED895923D8E9FA280C4,AU,,2021-01-15
B6FD162E60C91EE68CE24EE7111BC276,AU,,2021-01-15
0017A47705F21EE68CD3568B3B09BF31,AU,Y,2021-01-15
B6FD162E60C91EE68E8DB21DB20C4276,AU,Y,2021-01-15
B6FD162E60C91EE68CC8DE395E5B8276,AU,,2021-01-15
B6FD162E60C91EE68CCFF9DBEC420276,AU,N,2021-01-15
B6FD162E60C91EE68DDB6494FB992276,AU,N,2021-01-15
B6FD162E60C91EE68CDEF10870948276,AU,,2021-01-15
0017A47705F21EE68BD3F3FC22749F31,AU,Y,2021-01-15
005056B864471EE983BA06721A9D2223,AU,Y,2021-01-15
B6FD162E60C91EE68E8D3EEB0D80C276,AU,N,2021-01-15
0017A4770E0A1ED7B3C706197849E0C3,AU,Y,2021-01-15
0017A47705F21EE68DEC0D23709EFF31,AU,N,2021-01-15
B6FD162E60C91EE68CF4437269ADA276,AU,Y,2021-01-15
005056B829D81ED989DE2A6F79E7A4C5,AU,,2021-01-15
0017A47705F21EE68DF54E70B8503F31,AU,,2021-01-15
005056B829D81EDAB9F528617B1CE1B0,AU,Y,2021-01-15
B6FD162E60C91EE68CEB4792E6D0A276,AU,Y,2021-01-15
005056B829D81EDB88B9AF9DF9D78236,AU,Y,2021-01-15
B6FD162E60C91EE68CC1BC9511B1E276,AU,,2021-01-15
0017A47705F21EE6A2A7FC614ADA3F31,AU,N,2021-01-15
B6FD162E60C91EE68E8E28116B6AE276,AU,,2021-01-15
0017A47705F21EE697BC2B38E7F4FF31,AU,Y,2021-01-15
B6FD162E60C91EE68E8F260EC87B2276,AU,Y,2021-01-15
B6FD162E60C91EE68BDB8963AF462276,AU,N,2021-01-15
005056B829D81EDA96DFAC4BC2606890,AU,Y,2021-01-15
B6FD162E60C91EE6A2BE5C07D9900276,AU,,2021-01-15
B6FD162E60C91EE68DD5E3D57B53E276,AU,Y,2021-01-15
005056B85CC51EEAB39E33858A72BE16,AU,N,2021-01-15
0017A47705E41ED7ABEE2FE2986C20C1,AU,Y,2021-01-15
B6FD162E60C91EE68CCEF6725AE4A276,AU,N,2021-01-15
005056B8A9EA1EE8B1B04391A432B10C,AU,N,2021-01-15
005056B85CC51EE8BA9C63CEEC38FE03,AU,Y,2021-01-15
005056B8A9EA1ED989AC65CC33379A85,AU,,2021-01-15
005056B864471EEA8CF6165DC13AB27F,AU,Y,2021-01-15
0017A47705F21EE68DF156BF763EBF31,AU,N,2021-01-15
B6FD162E60C91EE68E8E27A4BC33A276,AU,N,2021-01-15
005056B864471EEA83F591087DCAF5D6,AU,,2021-01-15
005056B8A9EA1ED8A4B45FFB86B7B629,AU,N,2021-01-15
0017A47705F21EE693DAE6EF1BE9DF31,AU,Y,2021-01-15
D1C28602FDCA1ED6BCA632533E8BD611,AU,N,2021-01-15
0017A4770E041ED7A6FD043B2EAA80C1,AU,Y,2021-01-15
005056B85CC51EE9BAD3CE0ABE30A1A9,AU,Y,2021-01-15
B6FD162E60C91EE68E846C4C7512E276,AU,N,2021-01-15
B6FD162E60C91EE698AB8182DE2D0276,AU,Y,2021-01-15
B6FD162E60C91EE68CD03E0E4EA68276,AU,N,2021-01-15
0017A47705F21EE68DF4E67D4ADBBF31,AU,Y,2021-01-15
B6FD162E60C91EE6A2B84FC9BF364276,AU,N,2021-01-15
005056B8A9EA1EE89DC8B5116E2EB1E7,AU,N,2021-01-15
0017A47705E81ED88FEC2072477060C3,AU,N,2021-01-15
0017A47705F21EE68DEDFD892EEF3F31,AU,,2021-01-15
005056B85CC51ED8BEDE6B2DFF919F22,AU,N,2021-01-15
0017A4770E0A1ED885B30EBA1E1EA0C3,AU,,2021-01-15
