Campaign_Start,Campaign_End,Executed_Date,Campaign_Id,Campaign,Campaign_Category,Category,Market_Area,Channel,Provider,Targeted_Sent,Delivered,Opened_Displayed,Clicked,Unsubscription,Model,HYBRIS_ID,date
20170424,20170501,20170424,5534,SAVINA_S8_PreOrder_FS_Push_V2,GCRM,ONCE,VN,PUSH,,149282,110603,93189,15360,,S8,0000005534,2017-04-24
20170424,20170501,20170424,5535,SAVINA_S8_PreOrder_LOY_Push_V2,GCRM,ONCE,VN,PUSH,,153613,104522,88546,14983,,S8,0000005535,2017-04-24
20170424,20170501,20170424,5536,SAVINA_S8_PreOrder_MA_Push_V2,GCRM,ONCE,VN,PUSH,,126907,53201,40062,4441,,S8,0000005536,2017-04-24
20170424,20170501,20170424,5537,SAVINA_S8_PreOrder_PROS_Push_V2,GCRM,ONCE,VN,PUSH,,425471,231199,195818,25339,,S8,0000005537,2017-04-24
20170425,20170502,20170425,5566,SEIN_IDEACTION_PHASE1_SEGMENT1-3_PUSH,GCRM,ONCE,ID,PUSH,,757601,,,,,,0000005566,2017-04-25
20170425,20170502,20170425,5567,SEIN_IDEACTION_PHASE1_SEGMENT2-3_PUSH,GCRM,ONCE,ID,PUSH,,1033145,,,,,,0000005567,2017-04-25
20170426,20170503,20170426,5597,SME_IM_MilkMusic_FlyAway_PN,GCRM,ONCE,MY,PUSH,,162443,,,,,,0000005597,2017-04-26
20170427,20170504,20170427,5621,SEPCO_S8_Preorder_EA_LastCall_PUSH,GCRM,ONCE,PH,PUSH,,65953,44354,35231,4404,,S8,0000005621,2017-04-27
20170427,20170504,20170427,5622,SEPCO_S8_Preorder_FS_LastCall_PUSH,GCRM,ONCE,PH,PUSH,,131341,52156,30430,3055,,S8,0000005622,2017-04-27
20170427,20170504,20170427,5623,SEPCO_S8_Preorder_LOY_LastCall_PUSH,GCRM,ONCE,PH,PUSH,,116100,68198,46686,4511,,S8,0000005623,2017-04-27
20170427,20170504,20170427,5624,SEPCO_S8_Preorder_MA_LastCall_PUSH,GCRM,ONCE,PH,PUSH,,170515,84249,55379,4484,,S8,0000005624,2017-04-27
20170427,20170504,20170427,5626,SEPCO_S8_Preorder_PRE-REG_LastCall_PUSH,GCRM,ONCE,PH,PUSH,,1661,1159,855,100,,S8,0000005626,2017-04-27
20170427,20170504,20170427,5625,SEPCO_S8_Preorder_PROS_LastCall_PUSH,GCRM,ONCE,PH,PUSH,,80432,,,,,S8,0000005625,2017-04-27
20170427,20170504,20170427,5634,SEPCO_S8_Preorder_PROS_LastCall_PUSH,GCRM,ONCE,PH,PUSH,,80397,19735,10656,1111,,S8,0000005634,2017-04-27
20170427,20170507,20170428,5678,SME_IM_MilkMusic_FlyAway_PN,GCRM,ONCE,MY,PUSH,,372631,193561,133700,8057,,,0000005678,2017-04-28
20170428,20170505,20170428,5680,SAVINA_S8_PreOrder_Rem_EA_Push,GCRM,ONCE,VN,PUSH,,77748,48439,34693,5984,,S8,0000005680,2017-04-28
20170428,20170505,20170428,5689,SAVINA_S8_PreOrder_Rem_FS_Push,GCRM,ONCE,VN,PUSH,,149207,107423,85671,9658,,S8,0000005689,2017-04-28
20170428,20170505,20170428,5687,SAVINA_S8_PreOrder_Rem_LOY_Push,GCRM,ONCE,VN,PUSH,,126805,51647,37555,2706,,S8,0000005687,2017-04-28
20170428,20170505,20170428,5690,SAVINA_S8_PreOrder_Rem_MA_Push,GCRM,ONCE,VN,PUSH,,153476,100431,79712,8907,,S8,0000005690,2017-04-28
20170428,20170505,20170428,5688,SAVINA_S8_PreOrder_Rem_PROS_Push,GCRM,ONCE,VN,PUSH,,425282,269465,199252,17704,,S8,0000005688,2017-04-28
20170502,20170509,20170502,5745,SEIN_Galaxy-A2017_GREY_CDMLAUNCH_PUSH,GCRM,ONCE,ID,PUSH,,901598,,,,,A,0000005745,2017-05-02
20170502,20170509,20170502,5746,SEIN_Galaxy-A2017_RED_CDMLAUNCH_PUSH,GCRM,ONCE,ID,PUSH,,811242,,,,,A,0000005746,2017-05-02
20170502,20170509,20170502,5747,SEIN_Galaxy-A2017_YELLOW_CDMLAUNCH_PUSH,GCRM,ONCE,ID,PUSH,,255314,,,,,A,0000005747,2017-05-02
20170502,20170509,20170502,5754,SME_IM_SpayS8_CDM_PN_20,GCRM,ONCE,MY,PUSH,,5327,,,,,,0000005754,2017-05-02
20170502,20170509,20170502,5753,SME_IM_SpayS8_CDM_PN_80,GCRM,ONCE,MY,PUSH,,21445,,,,,,0000005753,2017-05-02
20170502,20170509,20170502,5755,SME_IM_SpayS8_CDM_PN_Ex_Pros,GCRM,ONCE,MY,PUSH,,794061,,,,,,0000005755,2017-05-02
20170502,20170509,20170502,5748,SME_IM_SpayS8_CDM_PN_LA_CG,GCRM,ONCE,MY,PUSH,,143470,,,,,,0000005748,2017-05-02
20170502,20170509,20170502,5752,SME_IM_SpayS8_CDM_PN_OTHERS,GCRM,ONCE,MY,PUSH,,1293610,,,,,,0000005752,2017-05-02
20170502,20170509,20170502,5719,SME_MilkMusic_ChinaError_PN,GCRM,IGNORE MKT PERM.,MY,PUSH,,76845,41323,33779,3232,,,0000005719,2017-05-02
20170503,20170510,20170503,5772,SEIN_Galaxy-A2017_GREY_CDMLaunch_vf_PN,GCRM,ONCE,ID,PUSH,,683416,547933,383615,31481,,A,0000005772,2017-05-03
20170503,20170510,20170503,5773,SEIN_Galaxy-A2017_RED_CDMLaunch_vf_PN,GCRM,ONCE,ID,PUSH,,739255,482172,220329,23211,,A,0000005773,2017-05-03
20170503,20170510,20170503,5756,SEIN_Galaxy-A2017_YELLOW_CDMLaunch_vf_pn,GCRM,ONCE,ID,PUSH,,213217,171757,116548,10990,,A,0000005756,2017-05-03
20170503,20170510,20170503,5778,SEIN_S8_CONSUMERLAUNCH_EA_W2_PUSH,GCRM,ONCE,ID,PUSH,,6380,,,,,S8,0000005778,2017-05-03
20170503,20170510,20170503,5781,SEIN_S8_CONSUMERLAUNCH_FS_W2_PUSH,GCRM,ONCE,ID,PUSH,,20079,13522,10434,1982,,S8,0000005781,2017-05-03
20170503,20170510,20170503,5779,SEIN_S8_CONSUMERLAUNCH_LOY_W2_PUSH,GCRM,ONCE,ID,PUSH,,7474,,,,,S8,0000005779,2017-05-03
20170503,20170510,20170503,5780,SEIN_S8_CONSUMERLAUNCH_LOY_W2_PUSH,GCRM,ONCE,ID,PUSH,,7474,4800,3869,644,,S8,0000005780,2017-05-03
20170504,20170522,20170504,5846,SME_IM_RedRooster2_PN,GCRM,ONCE,MY,PUSH,,132096,,,,,J,0000005846,2017-05-04
20170504,20170511,20170504,5803,SME_IM_SpayS8_CDM_EA_CG_PN,GCRM,ONCE,MY,PUSH,,143412,92815,72677,8845,,,0000005803,2017-05-04
20170504,20170511,20170504,5806,SME_IM_SpayS8_CDM_KDB20_PN,GCRM,ONCE,MY,PUSH,,5323,4253,3403,568,,,0000005806,2017-05-04
20170504,20170511,20170504,5804,SME_IM_SpayS8_CDM_LO_MA_UP_PN,GCRM,ONCE,MY,PUSH,,793973,396774,313775,35350,,,0000005804,2017-05-04
20170504,20170511,20170504,5817,SME_IM_SpayS8_DB80_CDM_PN,GCRM,ONCE,MY,PUSH,,21434,16850,13510,2248,,,0000005817,2017-05-04
20170504,20170511,20170504,5893,SEPCO_TabS3_iflix-Promo_PUSH,GCRM,ONCE,PH,PUSH,,249784,81675,43673,4986,,,0000005893,2017-05-04
20170504,20170511,20170504,5812,SAVINA_S8_Launch_EA_PUSH,GCRM,ONCE,VN,PUSH,,78940,,,,,S8,0000005812,2017-05-04
20170503,20170510,20170504,5783,SAVINA_S8_Launch_FS_PUSH,GCRM,ONCE,VN,PUSH,,148912,,,,,S8,0000005783,2017-05-04
20170503,20170510,20170504,5782,SAVINA_S8_Launch_LOY_PUSH,GCRM,ONCE,VN,PUSH,,157650,,,,,S8,0000005782,2017-05-04
20170503,20170510,20170504,5776,SAVINA_S8_Launch_MA_PUSH,GCRM,ONCE,VN,PUSH,,129622,,,,,S8,0000005776,2017-05-04
20170503,20170510,20170504,5775,SAVINA_S8_Launch_Prospects_Push,GCRM,ONCE,VN,PUSH,,426186,,,,,S8,0000005775,2017-05-04
20170509,20170516,20170509,6015,TSE_S8_Launch_EA,GCRM,ONCE,TH,PUSH,,155131,93553,78266,18427,,S8,0000006015,2017-05-09
20170509,20170516,20170509,6019,TSE_S8_Launch_FS,GCRM,ONCE,TH,PUSH,,206345,101082,79186,18466,,S8,0000006019,2017-05-09
20170509,20170516,20170509,6017,TSE_S8_Launch_LOY,GCRM,ONCE,TH,PUSH,,218004,153449,131852,27489,,S8,0000006017,2017-05-09
20170509,20170516,20170509,6016,TSE_S8_Launch_MA,GCRM,ONCE,TH,PUSH,,268855,104567,78367,12412,,S8,0000006016,2017-05-09
20170509,20170516,20170509,6018,TSE_S8_Launch_Pros,GCRM,ONCE,TH,PUSH,,500122,,,,,S8,0000006018,2017-05-09
20170509,20170516,20170509,6020,TSE_S8_Launch_Pros_Final,GCRM,ONCE,TH,PUSH,,500199,322015,267641,59162,,S8,0000006020,2017-05-09
20170512,20170519,20170512,6172,SEIN_DREAM_CONSUMERLAUNCH_EA_PUSH,GCRM,ONCE,ID,PUSH,,6534,,,,,S8,0000006172,2017-05-12
20170512,20170519,20170512,6177,SEIN_DREAM_CONSUMERLAUNCH_EA_PUSH_Excl,GCRM,ONCE,ID,PUSH,,6309,,,,,S8,0000006177,2017-05-12
20170512,20170519,20170512,6178,SEIN_DREAM_CONSUMERLAUNCH_LOY_PUSH_Excl,GCRM,ONCE,ID,PUSH,,7748,,,,,S8,0000006178,2017-05-12
20170512,20170519,20170512,6176,SEIN_DREAM_CONSUMERLAUNCH_MA_PUSH,GCRM,ONCE,ID,PUSH,,2144,,,,,S8,0000006176,2017-05-12
20170512,20170519,20170512,6179,SEIN_DREAM_CONSUMERLAUNCH_MA_PUSH_Excl,GCRM,ONCE,ID,PUSH,,2133,,,,,S8,0000006179,2017-05-12
20170512,20170519,20170512,6175,SEIN_DREAM_CONSUMERLAUNCH_PROS_PUSH,GCRM,ONCE,ID,PUSH,,11004,,,,,S8,0000006175,2017-05-12
20170512,20170519,20170512,6180,SEIN_DREAM_CONSUMERLAUNCH_PROS_PUSH_Excl,GCRM,ONCE,ID,PUSH,,10981,,,,,S8,0000006180,2017-05-12
20170512,20170519,20170512,6185,SEIN_DREAM_LAUNCH_EA_PN,GCRM,ONCE,ID,PUSH,,101657,71701,57472,9560,,S8,0000006185,2017-05-12
20170512,20170519,20170512,6186,SEIN_DREAM_LAUNCH_FS_PN,GCRM,ONCE,ID,PUSH,,528723,361860,245305,22860,,S8,0000006186,2017-05-12
20170512,20170519,20170512,6187,SEIN_DREAM_LAUNCH_LOY_PN,GCRM,ONCE,ID,PUSH,,298991,204007,155852,18043,,S8,0000006187,2017-05-12
20170512,20170519,20170512,6188,SEIN_DREAM_LAUNCH_MA_PN,GCRM,ONCE,ID,PUSH,,231253,103759,70349,5547,,S8,0000006188,2017-05-12
20170512,20170519,20170512,6189,SEIN_DREAM_LAUNCH_PROS_PN,GCRM,ONCE,ID,PUSH,,295400,,,,,S8,0000006189,2017-05-12
20170512,20170519,20170512,6195,SEIN_DREAM_LAUNCH_PROS_PN_FINAL,GCRM,ONCE,ID,PUSH,,295400,,,,,S8,0000006195,2017-05-12
20170512,20170519,20170512,6168,SEIN_S8_CONSUMERLAUNCH_PROS_PUSH,GCRM,ONCE,ID,PUSH,,10924,,,,,S8,0000006168,2017-05-12
20170512,20170531,20170512,6163,SME_S8_USP1_EA_PN,GCRM,ONCE,MY,PUSH,,130314,82969,67847,8440,,S8,0000006163,2017-05-12
20170512,20170531,20170512,6164,SME_S8_USP1_FS_PN,GCRM,ONCE,MY,PUSH,,38246,20953,15035,2457,,S8,0000006164,2017-05-12
20170512,20170531,20170512,6166,SME_S8_USP1_LOY_PN,GCRM,ONCE,MY,PUSH,,143722,92610,76260,8444,,S8,0000006166,2017-05-12
20170512,20170531,20170512,6165,SME_S8_USP1_MA_PN,GCRM,ONCE,MY,PUSH,,156964,61129,42268,3032,,S8,0000006165,2017-05-12
20170512,20170531,20170512,6167,SME_S8_USP1_PROS_PN,GCRM,ONCE,MY,PUSH,,155308,32389,19474,2301,,S8,0000006167,2017-05-12
20170512,20170519,20170512,6181,SEIN_DREAM_CONSUMERLAUNCH_FS_PUSH_Excl,GCRM,ONCE,VN,PUSH,,21110,,,,,S8,0000006181,2017-05-12
20170513,20170520,20170513,6197,SAVINA_S8_Launch_EA-F_PUSH,GCRM,ONCE,VN,PUSH,,75080,47068,39812,7272,,S8,0000006197,2017-05-13
20170513,20170520,20170513,6198,SAVINA_S8_Launch_FS-F_PUSH,GCRM,ONCE,VN,PUSH,,148310,105769,89997,11463,,S8,0000006198,2017-05-13
20170513,20170520,20170513,6199,SAVINA_S8_Launch_LOY-F_PUSH,GCRM,ONCE,VN,PUSH,,155970,102864,88192,10774,,S8,0000006199,2017-05-13
20170513,20170520,20170513,6200,SAVINA_S8_Launch_MA-F_PUSH,GCRM,ONCE,VN,PUSH,,129131,52279,40343,3244,,S8,0000006200,2017-05-13
20170513,20170520,20170513,6201,SAVINA_S8_Launch_PROS-F_PUSH,GCRM,ONCE,VN,PUSH,,425079,267072,223615,21969,,S8,0000006201,2017-05-13
20170515,20170522,20170515,6237,SEPCO_GALAXYS8_MYSAMSUNGREWARDS_PUSH,GCRM,ONCE,PH,PUSH,,7316,6059,5647,3344,,S8,0000006237,2017-05-15
20170516,20170526,20170517,6284,SME_Spay_IconX_Rank_CRU_PN,GCRM,ONCE,MY,PUSH,,13555,11105,10050,1728,,,0000006284,2017-05-17
20170516,20170526,20170517,6289,SME_Spay_IconX_Rank_NED_SAGUID20_PN,GCRM,ONCE,MY,PUSH,,92494,66976,45649,2815,,,0000006289,2017-05-17
20170516,20170526,20170517,6288,SME_Spay_IconX_Rank_NRU_NSAGUID_PN,GCRM,ONCE,MY,PUSH,,178069,106391,90122,6409,,,0000006288,2017-05-17
20170516,20170526,20170517,6287,SME_Spay_IconX_Rank_NRU_SAGUID_PN,GCRM,ONCE,MY,PUSH,,130033,102380,90139,5987,,,0000006287,2017-05-17
20170519,20170526,20170517,6275,SME_Spay_IconX_Rank_RU_PN,GCRM,ONCE,MY,PUSH,,40817,31761,28729,4265,,,0000006275,2017-05-17
20170518,20170525,20170518,6362,SAVINA_GALAXYA2017_HOTSALE_PN,GCRM,ONCE,VN,PUSH,,200153,124626,76972,7994,,A,0000006362,2017-05-18
20170522,20170529,20170522,6430,T_SEAO_CAMPAIGN_Push,GCRM,ONCE,SG,PUSH,,2,,,,,,0000006430,2017-05-22
20170524,20170531,20170524,6481,SEPCO_QLED-TV_PreReg_Cross_PN,GCRM,ONCE,PH,PUSH,,233,43,29,9,,TV,0000006481,2017-05-24
20170524,20170531,20170524,6477,SEPCO_QLED-TV_PreReg_EA_PN,GCRM,ONCE,PH,PUSH,,3346,2142,1746,381,,TV,0000006477,2017-05-24
20170524,20170531,20170524,6478,SEPCO_QLED-TV_PreReg_FS_PN,GCRM,ONCE,PH,PUSH,,25874,20751,15185,3630,,TV,0000006478,2017-05-24
20170524,20170531,20170524,6479,SEPCO_QLED-TV_PreReg_LOY_PN,GCRM,ONCE,PH,PUSH,,254887,160044,120122,16253,,TV,0000006479,2017-05-24
20170524,20170531,20170524,6480,SEPCO_QLED-TV_PreReg_Upgr_PN,GCRM,ONCE,PH,PUSH,,371,72,47,7,,TV,0000006480,2017-05-24
20170525,20170609,20170525,6519,SME_IM_Spay_RHB_PN,GCRM,ONCE,MY,PUSH,,353479,,,,,,0000006519,2017-05-25
20170523,20170530,20170525,6452,TSE_S8_INFINITELIVE_PN,GCRM,ONCE,TH,PUSH,,1884854,,,,,,0000006452,2017-05-25
20170525,20170601,20170525,6503,TSE_S8_SamsungPay_Push,GCRM,ONCE,TH,PUSH,,595334,,,,,,0000006503,2017-05-25
20170525,20170601,20170525,6511,SAVINA_GALAXYS8_LAUNCH_EA_PN,GCRM,ONCE,VN,PUSH,,77515,49036,33958,5573,,S8,0000006511,2017-05-25
20170525,20170601,20170525,6512,SAVINA_GALAXYS8_LAUNCH_FS_PN,GCRM,ONCE,VN,PUSH,,147460,104487,88840,8946,,S8,0000006512,2017-05-25
20170525,20170601,20170525,6513,SAVINA_GALAXYS8_LAUNCH_LOY_PN,GCRM,ONCE,VN,PUSH,,167075,111519,95853,12069,,S8,0000006513,2017-05-25
20170525,20170601,20170525,6514,SAVINA_GALAXYS8_LAUNCH_MA_PN,GCRM,ONCE,VN,PUSH,,134796,54921,42561,2963,,S8,0000006514,2017-05-25
20170525,20170601,20170525,6515,SAVINA_GALAXYS8_LAUNCH_PROS_PN,GCRM,ONCE,VN,PUSH,,429541,267912,209461,17715,,S8,0000006515,2017-05-25
20170525,20170601,20170525,6499,SAVINA_S8_Onboarding_W1-1_PUSH,GCRM,ONCE,VN,PUSH,,18409,15998,15223,7319,,,0000006499,2017-05-25
20170526,20170602,20170526,6600,SEIN_DA_Ramadhan_CshBck_EngCust_PN,GCRM,ONCE,ID,PUSH,,1040258,,,,,WM,0000006600,2017-05-26
20170526,20170602,20170526,6588,SEIN_DA_Ramadhan_CshBck_EngCust_PUSH,GCRM,ONCE,ID,PUSH,,19522,12745,4569,895,,WM,0000006588,2017-05-26
20170526,20170602,20170526,6599,SEIN_DA_Ramadhan_CshBck_HighLeadSc_PN,GCRM,ONCE,ID,PUSH,,606139,,,,,WM,0000006599,2017-05-26
20170526,20170602,20170526,6589,SEIN_DA_Ramadhan_CshBck_HighLeadSc_PUSH,GCRM,ONCE,ID,PUSH,,21357,11937,8828,1734,,WM,0000006589,2017-05-26
20170526,20170602,20170526,6593,SEIN_DA_Ramadhan_CshBck_Intenders_PN,GCRM,ONCE,ID,PUSH,,51321,,,,,WM,0000006593,2017-05-26
20170526,20170602,20170526,6590,SEIN_DA_Ramadhan_CshBck_Intenders_PUSH,GCRM,ONCE,ID,PUSH,,22054,10159,5096,797,,WM,0000006590,2017-05-26
20170526,20170602,20170526,6594,SEIN_DA_Ramadhan_CshBck_Loy-FS-UP_PN,GCRM,ONCE,ID,PUSH,,2789,,,,,WM,0000006594,2017-05-26
20170526,20170602,20170526,6587,SEIN_DA_Ramadhan_CshBck_Loy-FS-UP_PUSH,GCRM,ONCE,ID,PUSH,,1480,845,632,152,,WM,0000006587,2017-05-26
20170526,20170602,20170526,6598,SEIN_DA_Ramadhan_CshBck_Xsell_PN,GCRM,ONCE,ID,PUSH,,631345,,,,,WM,0000006598,2017-05-26
20170526,20170602,20170526,6591,SEIN_DA_Ramadhan_CshBck_X-sell_PUSH,GCRM,ONCE,ID,PUSH,,13215,6944,4877,821,,WM,0000006591,2017-05-26
20170526,20170602,20170526,6582,SEIN_DA_Ramadhan_RunFam_AllIntenders_PN,GCRM,ONCE,ID,PUSH,,15811,,,,,WM,0000006582,2017-05-26
20170526,20170602,20170526,6581,SEIN_DA_Ramadhan_RunFam_EngCust_PN,GCRM,ONCE,ID,PUSH,,13592,8770,6891,1067,,WM,0000006581,2017-05-26
20170526,20170602,20170526,6580,SEIN_DA_Ramadhan_RunFam_HighLeadSc_PN,GCRM,ONCE,ID,PUSH,,16695,9219,6803,1073,,WM,0000006580,2017-05-26
20170526,20170602,20170526,6583,SEIN_DA_Ramadhan_RunFam_Intenders_PN,GCRM,ONCE,ID,PUSH,,15811,7318,5025,691,,WM,0000006583,2017-05-26
20170526,20170602,20170526,6584,SEIN_DA_Ramadhan_RunFam_LoyFSUp_PN,GCRM,ONCE,ID,PUSH,,1254,715,536,97,,WM,0000006584,2017-05-26
20170526,20170602,20170526,6579,SEIN_DA_Ramadhan_RunFam_XSell_PN,GCRM,ONCE,ID,PUSH,,9610,4867,3336,442,,WM,0000006579,2017-05-26
20170529,20170604,20170529,6636,TSE_S8_SamsungPay_29May_Push,GCRM,ONCE,TH,PUSH,,595325,491042,437548,67790,,S8,0000006636,2017-05-29
20170530,20170606,20170530,6650,SME_IM_S8_OnBoarding1_PN,GCRM,ONCE,MY,PUSH,,15514,,,,,,0000006650,2017-05-30
20170530,20170606,20170530,6643,TSE_TabS3_Launch_Grp1_PN,GCRM,ONCE,TH,PUSH,,828046,342539,216865,25300,,,0000006643,2017-05-30
20170530,20170606,20170530,6644,TSE_TabS3_Launch_Grp2_PN,GCRM,ONCE,TH,PUSH,,828129,342535,216844,25813,,,0000006644,2017-05-30
20170530,20170606,20170530,6672,SAVINA_GalaxyA2017_Promo_RET_PN,GCRM,ONCE,VN,PUSH,,65068,46717,40272,6730,,A,0000006672,2017-05-30
20170530,20170606,20170530,6671,SAVINA_GalaxyA2017_Promo_UPG_PN,GCRM,ONCE,VN,PUSH,,100458,69366,58302,7163,,A,0000006671,2017-05-30
20170531,20170607,20170531,6688,SEIN_S8_Trade-In_May31_Push,GCRM,ONCE,ID,PUSH,,1460392,,,,,S8,0000006688,2017-05-31
20170531,20170607,20170531,6696,SEIN_S8_Trade-In_May31_Push_v3,GCRM,ONCE,ID,PUSH,,26904,,,,,S8,0000006696,2017-05-31
20170531,20170607,20170531,6676,SME_IM_Spay_RHB_PN,GCRM,ONCE,MY,PUSH,,381951,,,,,,0000006676,2017-05-31
20170531,20170607,20170531,6694,SEPCO_GalaxyS8_MySamsungRewards_W2_PN,GCRM,ONCE,PH,PUSH,,15263,,,,,S8,0000006694,2017-05-31
20170531,20170607,20170601,6701,SEIN_DA_BerkahECVoucher_EngCust_PUSH,GCRM,ONCE,ID,PUSH,,7684,,,,,WM,0000006701,2017-06-01
20170531,20170607,20170601,6700,SEIN_DA_BerkahECVoucher_HighLeadSc_PUSH,GCRM,ONCE,ID,PUSH,,8597,,,,,WM,0000006700,2017-06-01
20170531,20170607,20170601,6698,SEIN_DA_BerkahECVoucher_Intenders_PUSH,GCRM,ONCE,ID,PUSH,,8115,,,,,WM,0000006698,2017-06-01
20170531,20170607,20170601,6697,SEIN_DA_BerkahECVoucher_Loy-FS-UP_PUSH,GCRM,ONCE,ID,PUSH,,751,,,,,WM,0000006697,2017-06-01
20170531,20170607,20170601,6699,SEIN_DA_BerkahECVoucher_X-sell_PUSH,GCRM,ONCE,ID,PUSH,,5918,,,,,WM,0000006699,2017-06-01
20170601,20170608,20170601,6719,SME_Spay_MilkMusic_Premium_PN,GCRM,ONCE,MY,PUSH,,16506,,,,,,0000006719,2017-06-01
20170601,20170608,20170601,6718,SEPCO_Seg2017_Survey_PN,GCRM,ONCE,PH,PUSH,,252073,143778,97920,13552,,,0000006718,2017-06-01
20170606,20170613,20170606,6750,SEIN_DA_TumpahBerkah-ECVoucher_Push,GCRM,ONCE,ID,PUSH,,35640,,,,,,0000006750,2017-06-06
20170606,20170613,20170606,6745,SEPCO_GALAXYS8_TRADEUP_FS_PN,GCRM,ONCE,PH,PUSH,,315700,,,,,S8,0000006745,2017-06-06
20170606,20170613,20170606,6747,SEPCO_GALAXYS8_TRADEUP_FS_PUSH,GCRM,ONCE,PH,PUSH,,280760,,,,,S8,0000006747,2017-06-06
20170606,20170831,20170607,6752,SME_C-Brand_PPM_A-Series_F2,GCRM,ONCE,MY,PUSH,,399695,,,,,A,0000006752,2017-06-07
20170606,20170831,20170608,6751,SME_C-Brand_PPM_J-Series_F2,GCRM,ONCE,MY,PUSH,,132016,,,,,J,0000006751,2017-06-08
20170608,20170831,20170608,6791,SME_LowRisk_MTLoyalist,GCRM,ONCE,MY,PUSH,,6042,,,,,,0000006791,2017-06-08
20170608,20170831,20170608,6795,SME_LowRisk_Others,GCRM,ONCE,MY,PUSH,,28004,,,,,,0000006795,2017-06-08
20170608,20170831,20170608,6792,SME_LowRisk_PotUpgrade,GCRM,ONCE,MY,PUSH,,2410,,,,,,0000006792,2017-06-08
20170608,20170831,20170608,6793,SME_LowRisk_Renewer,GCRM,ONCE,MY,PUSH,,39456,,,,,,0000006793,2017-06-08
20170612,20170619,20170612,6887,SEIN_DA_ECVoucher_W2_EngCust_PN,GCRM,ONCE,ID,PUSH,,7820,5052,4166,624,,WM,0000006887,2017-06-12
20170612,20170619,20170612,6886,SEIN_DA_ECVoucher_W2_HighLeadSc_PN,GCRM,ONCE,ID,PUSH,,8598,4748,3417,426,,WM,0000006886,2017-06-12
20170612,20170619,20170612,6883,SEIN_DA_ECVoucher_W2_Intenders_PN,GCRM,ONCE,ID,PUSH,,8118,3652,2551,265,,WM,0000006883,2017-06-12
20170612,20170619,20170612,6885,SEIN_DA_ECVoucher_W2_LOYFSUP_PN,GCRM,ONCE,ID,PUSH,,750,,,,,WM,0000006885,2017-06-12
20170612,20170619,20170612,6884,SEIN_DA_ECVoucher_W2_Xsell_PN,GCRM,ONCE,ID,PUSH,,5902,2993,2178,238,,WM,0000006884,2017-06-12
20170612,20170619,20170612,6900,DDM_SAVINA_Hot_J-Pref-Prem_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,4285,,,,,REF,0000006900,2017-06-12
20170612,20170619,20170612,6902,DDM_SAVINA_Hot_Enrich-Mass_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,2173,,,,,WM,0000006902,2017-06-12
20170612,20170619,20170612,6901,DDM_SAVINA_Hot_Enrich-Prem_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,2733,,,,,WM,0000006901,2017-06-12
20170612,20170619,20170612,6897,DDM_SAVINA_Hot_Random-Mass_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,8590,,,,,WM,0000006897,2017-06-12
20170612,20170619,20170612,6896,DDM_SAVINA_Hot_Random-Prem_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,8532,,,,,WM,0000006896,2017-06-12
20170612,20170619,20170612,6899,DDM_SAVINA_Hot_S-loy-Mass_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,10440,,,,,WM,0000006899,2017-06-12
20170612,20170619,20170612,6898,DM_SAVINA_Hot_S-loy-Prem_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,9060,,,,,WM,0000006898,2017-06-12
20170612,20170619,20170612,6873,SAVINA_Gear-VR_Promo_A-Users_PUSH,GCRM,ONCE,VN,PUSH,,267849,,,,,,0000006873,2017-06-12
20170612,20170619,20170612,6872,SAVINA_Gear-VR_Promo_N-Users_PUSH,GCRM,ONCE,VN,PUSH,,321916,,,,,,0000006872,2017-06-12
20170612,20170619,20170612,6871,SAVINA_Gear-VR_Promo_S-Users_PUSH,GCRM,ONCE,VN,PUSH,,551652,,,,,,0000006871,2017-06-12
20170612,20170619,20170613,6891,SEIN_CE_TV_IED_Aseries_FS_Promo_PN,GCRM,ONCE,ID,PUSH,,249235,,,,,TV,0000006891,2017-06-13
20170612,20170619,20170613,6890,SEIN_CE_TV_IED_Aseries_Upgr_Promo_PN,GCRM,ONCE,ID,PUSH,,942,,,,,TV,0000006890,2017-06-13
20170612,20170619,20170613,6889,SEIN_CE_TV_IED_Aseries_Xsell_Promo_PN,GCRM,ONCE,ID,PUSH,,3565,,,,,TV,0000006889,2017-06-13
20170613,20170831,20170613,6913,SME_MidRisk_Apathetic,GCRM,ONCE,MY,PUSH,,9293,,,,,,0000006913,2017-06-13
20170613,20170831,20170613,6914,SME_MidRisk_Others,GCRM,ONCE,MY,PUSH,,50401,,,,,,0000006914,2017-06-13
20170612,20170619,20170614,6869,SEIN_S8_Tradein_Surabaya_W1_PN,GCRM,ONCE,ID,PUSH,,2171,,,,,S8,0000006869,2017-06-14
20170612,20170619,20170614,6870,SEIN_S8_Tradein_Surabaya_W2_PN,GCRM,ONCE,ID,PUSH,,2171,,,,,S8,0000006870,2017-06-14
20170614,20170621,20170614,6926,SAVINA_J7Pro_FenceSitters_PUSH,GCRM,ONCE,VN,PUSH,,216810,73123,18612,1890,,J,0000006926,2017-06-14
