Campaign_Start,Campaign_End,Executed_Date,Campaign_Id,Campaign,Campaign_Category,Category,Market_Area,Channel,Provider,Targeted_Sent,Delivered,Opened_Displayed,Clicked,Unsubscription,Model,HYBRIS_ID,date
20170305,20170312,20170305,4179,DDM_SAPL_SS_17-25_Rem1_Push,GCRM,ONCE,SG,PUSH,,119336,33875,33335,2142,,REF,0000004179,2017-03-05
20170305,20170312,20170305,4180,DDM_SAPL_SS_26-35_Rem1_Push,GCRM,ONCE,SG,PUSH,,264821,67660,66281,6120,,REF,0000004180,2017-03-05
20170305,20170312,20170305,4181,DDM_SAPL_SS_36-45_Rem1_Push,GCRM,ONCE,SG,PUSH,,178636,46497,45208,4692,,REF,0000004181,2017-03-05
20170305,20170312,20170305,4182,DDM_SAPL_SS_46-55_Rem1_Push,GCRM,ONCE,SG,PUSH,,105116,30478,29432,3876,,REF,0000004182,2017-03-05
20170305,20170312,20170305,4183,DDM_SAPL_SS_56-65_Rem1_Push,GCRM,ONCE,SG,PUSH,,43912,12861,12433,1962,,REF,0000004183,2017-03-05
20170305,20170312,20170305,4184,DDM_SAPL_SS_AllOtherAges_Rem1_Push,GCRM,ONCE,SG,PUSH,,70556,20932,20430,1850,,REF,0000004184,2017-03-05
20170305,20170312,20170305,4178,DDM_SAPL_SS_ALL_Bounce_Push,GCRM,ONCE,SG,PUSH,,31105,6289,6115,711,,WM,0000004178,2017-03-05
20170305,20170312,20170305,4186,DDM_SAVINA_SS_17-25_Rem1_Push,GCRM,ONCE,VN,PUSH,,848604,272379,268137,29323,,REF,0000004186,2017-03-05
20170306,20170313,20170305,4187,DDM_SAVINA_SS_26-35_Rem1_Push,GCRM,ONCE,VN,PUSH,,797762,275679,271188,33709,,REF,0000004187,2017-03-05
20170306,20170313,20170305,4189,DDM_SAVINA_SS_46-55_Rem1_Push,GCRM,ONCE,VN,PUSH,,53418,19571,19177,2761,,REF,0000004189,2017-03-05
20170306,20170313,20170305,4190,DDM_SAVINA_SS_56-65_Rem1_Push,GCRM,ONCE,VN,PUSH,,20961,7943,7758,1122,,REF,0000004190,2017-03-05
20170306,20170313,20170305,4191,DDM_SAVINA_SS_AllOtherAges_Rem1_Push,GCRM,ONCE,VN,PUSH,,254211,77590,76130,7316,,REF,0000004191,2017-03-05
20170305,20170312,20170305,4185,DDM_SAVINA_SS_ALL_Bounce_Push,GCRM,ONCE,VN,PUSH,,83884,10841,10606,1692,,WM,0000004185,2017-03-05
20170306,20170313,20170306,4200,DDM_SEIN_SS_AllOtherAges_Rem1_Push,GCRM,ONCE,ID,PUSH,,648817,167898,163729,17494,,REF,0000004200,2017-03-06
20170306,20170313,20170306,4188,DDM_SAVINA_SS_36-45_Rem1_Push,GCRM,ONCE,VN,PUSH,,216854,71112,69811,9838,,REF,0000004188,2017-03-06
20170307,20170314,20170307,4230,DDM_SEIN_SS_NonCertified_Rem1_PUSH,GCRM,ONCE,ID,PUSH,,197737,54920,53752,5446,,REF,0000004230,2017-03-07
20170307,20170314,20170307,4218,DDM_SEIN_SS_RegPhase1_Rem1Final_Push,GCRM,ONCE,ID,PUSH,,106845,45620,44655,8439,,REF,0000004218,2017-03-07
20170307,20170314,20170307,4229,DDM_SEIN_SS_NonCertified_Bounce_PUSH,GCRM,ONCE,ID,PUSH,,8337,633,609,40,,WM,0000004229,2017-03-07
20170307,20170314,20170307,4217,DDM_SEIN_SS_RegPhase1_Bounce_Push,GCRM,ONCE,ID,PUSH,,354,93,92,17,,WM,0000004217,2017-03-07
20170307,20170314,20170307,4221,DDM_SAPL_SS_NonCertified_Rem1_PUSH,GCRM,ONCE,SG,PUSH,,26008,7237,7039,609,,REF,0000004221,2017-03-07
20170307,20170314,20170307,4220,DDM_SAPL_SS_NonCertified_Bounce_PUSH,GCRM,ONCE,SG,PUSH,,496,36,36,,,WM,0000004220,2017-03-07
20170307,20170314,20170307,4227,DDM_SAVINA_SS_NonCertified_Rem1_PUSH,GCRM,ONCE,VN,PUSH,,77257,26102,25681,2390,,REF,0000004227,2017-03-07
20170307,20170314,20170307,4226,DDM_SAVINA_SS_NonCertified_Bounce_PUSH,GCRM,ONCE,VN,PUSH,,2051,133,130,13,,WM,0000004226,2017-03-07
20170308,20170315,20170308,4233,SEIN_HA_GantiBaruTCashPromo_ALL_PUSH,GCRM,ONCE,ID,PUSH,,106612,53149,52239,7600,,WM,0000004233,2017-03-08
20170309,20170316,20170309,4309,SEIN_CE_SoundBarPromo_ALL_PUSH,GCRM,ONCE,ID,PUSH,,16464,5919,5556,952,,,0000004309,2017-03-09
20170310,20170317,20170310,4312,SME_IM_C9Pro_PN,GCRM,ONCE,MY,PUSH,,233140,68786,62046,7919,,,0000004312,2017-03-10
20170314,20170321,20170314,4324,SME_IM_GalaxyA_Contest_PN,GCRM,ONCE,MY,PUSH,,343404,82721,71935,4268,,A,0000004324,2017-03-14
20170315,20170322,20170315,4336,DDM_SEIN_SS_BriteVerify_Rem3_Push,GCRM,ONCE,ID,PUSH,,1765,156,153,18,,REF,0000004336,2017-03-15
20170315,20170322,20170315,4337,DDM_SEIN_SS_Random-age_Rem3_Push,GCRM,ONCE,ID,PUSH,,212841,56123,54833,4302,,REF,0000004337,2017-03-15
20170315,20170322,20170315,4339,SEIN_TV_TVBRDITB_W1_flagshipage_PN,GCRM,ONCE,ID,PUSH,,496169,198558,185684,18836,,TV,0000004339,2017-03-15
20170315,20170322,20170315,4341,SEIN_TV_TVBRDITB_W1_Flagshipage_PN,GCRM,ONCE,ID,PUSH,,496167,,,,,TV,0000004341,2017-03-15
20170315,20170322,20170315,4338,SEIN_TV_TVBRDITB_W1_jbrand_PN,GCRM,ONCE,ID,PUSH,,13258,2405,2341,343,,TV,0000004338,2017-03-15
20170315,20170322,20170315,4332,DDM_SAPL_SS_BriteVerify_Rem3_Push,GCRM,ONCE,SG,PUSH,,445,,,,,,0000004332,2017-03-15
20170315,20170322,20170315,4333,DDM_SAPL_SS_Random-age_Rem3_Push,GCRM,ONCE,SG,PUSH,,28383,,,,,,0000004333,2017-03-15
20170315,20170322,20170315,4334,DDM_SAVINA_SS_BriteVerify_Rem3_Push,GCRM,ONCE,VN,PUSH,,691,271,269,42,,REF,0000004334,2017-03-15
20170315,20170322,20170315,4335,DDM_SAVINA_SS_Random-age_Rem3_Push,GCRM,ONCE,VN,PUSH,,80338,25638,25121,2267,,REF,0000004335,2017-03-15
20170316,20170330,20170316,4370,SME_IM_Spay_MBB_PN,GCRM,ONCE,MY,PUSH,,217634,145063,139631,11229,,,0000004370,2017-03-16
20170316,20170323,20170316,4372,SME_IM_Spay_RankingPromo_PN,GCRM,ONCE,MY,PUSH,,327840,,,,,,0000004372,2017-03-16
20170317,20170324,20170317,4395,DDM_SEIN_SS_17-25A_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,780604,193216,180041,9163,,REF,0000004395,2017-03-17
20170317,20170324,20170317,4397,DDM_SEIN_SS_17-25B_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,781442,193510,180812,9263,,REF,0000004397,2017-03-17
20170317,20170324,20170317,4398,DDM_SEIN_SS_17-25C_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,783525,194438,179520,8979,,REF,0000004398,2017-03-17
20170317,20170324,20170317,4399,DDM_SEIN_SS_26-35A_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,792890,203492,175763,11766,,REF,0000004399,2017-03-17
20170317,20170324,20170317,4400,DDM_SEIN_SS_26-35B_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,792064,204396,189299,12893,,REF,0000004400,2017-03-17
20170317,20170324,20170317,4403,DDM_SEIN_SS_46-55_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,269647,89449,87377,11728,,REF,0000004403,2017-03-17
20170317,20170324,20170317,4404,DDM_SEIN_SS_56-65_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,76305,27982,27298,4332,,REF,0000004404,2017-03-17
20170317,20170324,20170317,4405,DDM_SEIN_SS_AllOtherAges_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,680935,170312,165922,12452,,REF,0000004405,2017-03-17
20170317,20170324,20170317,4383,DDM_SAPL_SS_17-25_Rem3_PUSH,GCRM,ONCE,SG,PUSH,,128348,35337,34600,1770,,REF,0000004383,2017-03-17
20170317,20170324,20170317,4384,DDM_SAPL_SS_26-35_Rem3_PUSH,GCRM,ONCE,SG,PUSH,,288970,72601,70857,4973,,REF,0000004384,2017-03-17
20170317,20170324,20170317,4385,DDM_SAPL_SS_36-45_Rem3_PUSH,GCRM,ONCE,SG,PUSH,,202935,51959,50302,4155,,REF,0000004385,2017-03-17
20170317,20170324,20170317,4386,DDM_SAPL_SS_46-55_Rem3_PUSH,GCRM,ONCE,SG,PUSH,,125519,35848,34511,3662,,REF,0000004386,2017-03-17
20170317,20170324,20170317,4387,DDM_SAPL_SS_56-65_Rem3_PUSH,GCRM,ONCE,SG,PUSH,,62378,18542,17868,2560,,REF,0000004387,2017-03-17
20170317,20170324,20170317,4388,DDM_SAPL_SS_AllOtherAges_Rem3_PUSH,GCRM,ONCE,SG,PUSH,,85161,24831,24180,2063,,REF,0000004388,2017-03-17
20170317,20170324,20170317,4391,DDM_SAVINA_SS_36-45_Rem3_PUSH,GCRM,ONCE,VN,PUSH,,223961,69865,67792,8104,,REF,0000004391,2017-03-17
20170317,20170324,20170317,4392,DDM_SAVINA_SS_46-55_Rem3_PUSH,GCRM,ONCE,VN,PUSH,,66601,23770,22824,2675,,REF,0000004392,2017-03-17
20170317,20170324,20170317,4393,DDM_SAVINA_SS_56-65_Rem3_PUSH,GCRM,ONCE,VN,PUSH,,26306,9651,9109,1147,,REF,0000004393,2017-03-17
20170317,20170324,20170317,4394,DDM_SAVINA_SS_AllOtherAges_Rem3_PUSH,GCRM,ONCE,VN,PUSH,,261428,75527,71532,5634,,REF,0000004394,2017-03-17
20170317,20170324,20170317,4389,SAVINA_SS_17-25_Rem3_PUSH,GCRM,ONCE,VN,PUSH,,880136,266270,254451,22357,,REF,0000004389,2017-03-17
20170317,20170324,20170317,4390,SAVINA_SS_26-35_Rem3_PUSH,GCRM,ONCE,VN,PUSH,,819731,269916,257081,27003,,REF,0000004390,2017-03-17
20170317,20170324,20170320,4401,DDM_SEIN_SS_26-35C_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,795346,203538,191862,13257,,REF,0000004401,2017-03-20
20170317,20170324,20170320,4402,DDM_SEIN_SS_36-45_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,814515,210341,204007,21553,,REF,0000004402,2017-03-20
20170320,20170323,20170320,4414,SEPCO_S8_Pre-Reg-Mar_EA_PUSH,GCRM,ONCE,PH,PUSH,,77332,45183,29953,4915,,S8,0000004414,2017-03-20
20170320,20170323,20170320,4415,SEPCO_S8_Pre-Reg-Mar_FS_PUSH,GCRM,ONCE,PH,PUSH,,159087,42193,37576,5637,,S8,0000004415,2017-03-20
20170320,20170323,20170320,4416,SEPCO_S8_Pre-Reg-Mar_LOY_PUSH,GCRM,ONCE,PH,PUSH,,118591,53077,50941,8828,,S8,0000004416,2017-03-20
20170320,20170323,20170320,4417,SEPCO_S8_Pre-Reg-Mar_MA_PUSH,GCRM,ONCE,PH,PUSH,,169574,63910,61099,6714,,S8,0000004417,2017-03-20
20170320,20170323,20170320,4418,SEPCO_S8_Pre-Reg-Mar_PROS_PUSH,GCRM,ONCE,PH,PUSH,,96397,14767,13922,2655,,S8,0000004418,2017-03-20
20170320,20170323,20170320,4419,SEPCO_S8_Pre-Reg-Mar_Upgr_PUSH,GCRM,ONCE,PH,PUSH,,416537,124721,118577,16981,,S8,0000004419,2017-03-20
20170321,20170328,20170321,4437,SEIN_GalaxyA_LAZADA-Bday_Push,GCRM,ONCE,ID,PUSH,,436820,250403,241421,43648,,A,0000004437,2017-03-21
20170321,20170328,20170321,4448,DDM_SEIN_SS_NonCertified_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,209080,53844,51699,3199,,REF,0000004448,2017-03-21
20170321,20170328,20170321,4452,DDM_SEIN_SS_RegPhase1_Rem3_PUSH,GCRM,ONCE,ID,PUSH,,129227,53340,51646,6082,,REF,0000004452,2017-03-21
20170321,20170328,20170321,4442,SEPCO_J2Prime_Lazada_BdayPromo_ALL_Push,GCRM,ONCE,PH,PUSH,,401510,,,,,J,0000004442,2017-03-21
20170321,20170328,20170321,4438,DDM_SAPL_SS_NonCertified_Rem3_PUSH,GCRM,ONCE,SG,PUSH,,27703,,,,,,0000004438,2017-03-21
20170321,20170328,20170321,4431,TSE_SamsungPay_24032017_Push,GCRM,ONCE,TH,PUSH,,446509,,,,,,0000004431,2017-03-21
20170321,20170328,20170321,4447,DDM_SAVINA_SS_NonCertified_Rem3_PUSH,GCRM,ONCE,VN,PUSH,,79195,25478,23415,1790,,REF,0000004447,2017-03-21
20170323,20170330,20170323,4520,SEIN_TV_BlueDaysPromo_ALL_PUSH,GCRM,ONCE,ID,PUSH,,80988,,,,,TV,0000004520,2017-03-23
20170323,20170330,20170323,4521,SEIN_CE_SoundBarPromo_W2_ALL_PUSH,GCRM,ONCE,ID,PUSH,,16340,5282,4812,556,,,0000004521,2017-03-23
20170323,20170330,20170323,4527,SME_S8_QA_PN,GCRM,ONCE,MY,PUSH,,312935,137178,115386,9349,,S8,0000004527,2017-03-23
20170323,20170331,20170323,4510,SME_IM_Spay_RankingPromo1_PN,GCRM,ONCE,MY,PUSH,,325810,215989,200963,21300,,,0000004510,2017-03-23
20170323,20170330,20170323,4528,SME_IM_Spay_SCB1_PN,GCRM,ONCE,MY,PUSH,,162897,,,,,,0000004528,2017-03-23
20170323,20170330,20170323,4504,TSE_SamsungPay_24032017_all_PN,GCRM,ONCE,TH,PUSH,,405648,,,,,,0000004504,2017-03-23
20170323,20170330,20170323,4514,TSE_SamsungPay_24032017_all_PN,GCRM,ONCE,TH,PUSH,,405637,286442,246966,16256,,,0000004514,2017-03-23
20170323,20170330,20170323,4505,TSE_SamsungPay_25032017_a9pro_PN,GCRM,ONCE,TH,PUSH,,40820,31597,25814,2292,,,0000004505,2017-03-23
20170323,20170330,20170323,4513,SAVINA_A3_2017Launch_Random_Push,GCRM,ONCE,VN,PUSH,,235183,74650,72538,5896,,A,0000004513,2017-03-23
20170323,20170330,20170323,4506,SAVINA_A3_2017Launch_Ret_Push,GCRM,ONCE,VN,PUSH,,25471,14909,14514,1529,,A,0000004506,2017-03-23
20170323,20170330,20170323,4512,SAVINA_A3_2017Launch_UpSell_Push,GCRM,ONCE,VN,PUSH,,34720,18602,18144,1789,,A,0000004512,2017-03-23
20170324,20170331,20170324,4529,SEIN_TV_BLUEDAYSPROMO_ALL_Push,GCRM,ONCE,ID,PUSH,,80991,32674,23544,2320,,TV,0000004529,2017-03-24
20170324,20170331,20170324,4558,SEIN_DA_Samsug-Duet-Sale_ALL_PUSH,GCRM,ONCE,ID,PUSH,,101375,55310,53584,7406,,WM,0000004558,2017-03-24
20170324,20170331,20170324,4540,SEPCO_S8_Pre-Reg_W2_EA_PUSH,GCRM,ONCE,PH,PUSH,,73279,42463,41487,5300,,S8,0000004540,2017-03-24
20170324,20170331,20170324,4541,SEPCO_S8_Pre-Reg_W2_FS_PUSH,GCRM,ONCE,PH,PUSH,,156503,40567,38771,4674,,S8,0000004541,2017-03-24
20170324,20170331,20170324,4552,SEPCO_S8_Pre-Reg_W2_LOY_PUSH,GCRM,ONCE,PH,PUSH,,115963,50733,48983,6222,,S8,0000004552,2017-03-24
20170324,20170331,20170324,4553,SEPCO_S8_Pre-Reg_W2_MA_PUSH,GCRM,ONCE,PH,PUSH,,167233,61336,59010,5196,,S8,0000004553,2017-03-24
20170324,20170331,20170324,4554,SEPCO_S8_Pre-Reg_W2_PROS_PUSH,GCRM,ONCE,PH,PUSH,,94701,14218,13456,1644,,S8,0000004554,2017-03-24
20170324,20170331,20170324,4555,SEPCO_S8_Pre-Reg_W2_Upgr_PUSH,GCRM,ONCE,PH,PUSH,,408262,118865,101509,10913,,S8,0000004555,2017-03-24
20170326,20170402,20170326,4577,SAVINA_A5_7_Hotsale_PN,GCRM,ONCE,VN,PUSH,,283852,,,,,A,0000004577,2017-03-26
20170327,20170403,20170327,4600,SME_IM_S8_Unpack_PN,GCRM,ONCE,MY,PUSH,,140414,78765,70401,8835,,S8,0000004600,2017-03-27
20170327,20170403,20170327,4598,SME_IM_S8_Unpack1_PN,GCRM,ONCE,MY,PUSH,,137586,,,,,S8,0000004598,2017-03-27
20170327,20170403,20170327,4591,SME_IM_Spay_SCB1_PN,GCRM,ONCE,MY,PUSH,,162695,107530,95152,5434,,,0000004591,2017-03-27
20170327,20170403,20170327,4588,SME_IM_Spay_SCB2_PN,GCRM,ONCE,MY,PUSH,,163326,107809,89174,5007,,,0000004588,2017-03-27
20170329,20170405,20170329,4713,SEPCO_S8_Unpack_EA_Push,GCRM,ONCE,PH,PUSH,,78289,44946,33482,3170,,S8,0000004713,2017-03-29
20170329,20170405,20170329,4715,SEPCO_S8_Unpack_FS_Push,GCRM,ONCE,PH,PUSH,,158728,40662,25570,1829,,S8,0000004715,2017-03-29
20170329,20170405,20170329,4716,SEPCO_S8_Unpack_LOY_Push,GCRM,ONCE,PH,PUSH,,120904,53148,35945,3268,,S8,0000004716,2017-03-29
20170329,20170405,20170329,4727,SEPCO_S8_Unpack_MA_Push,GCRM,ONCE,PH,PUSH,,171638,62591,39462,2024,,S8,0000004727,2017-03-29
20170329,20170405,20170329,4728,SEPCO_S8_Unpack_PROS_Push,GCRM,ONCE,PH,PUSH,,96280,14240,7707,643,,S8,0000004728,2017-03-29
20170331,20170407,20170331,4831,SEPCO_S8_BlueCarpet_EA_Push,GCRM,ONCE,PH,PUSH,,71101,40716,38547,7521,,S8,0000004831,2017-03-31
20170331,20170407,20170331,4830,SEPCO_S8_BlueCarpet_FS_Push,GCRM,ONCE,PH,PUSH,,144151,37626,33951,4385,,S8,0000004830,2017-03-31
20170331,20170407,20170331,4829,SEPCO_S8_BlueCarpet_LOY_Push,GCRM,ONCE,PH,PUSH,,116134,50757,47062,6491,,S8,0000004829,2017-03-31
20170331,20170407,20170331,4828,SEPCO_S8_BlueCarpet_MA_Push,GCRM,ONCE,PH,PUSH,,168607,61464,55969,5572,,S8,0000004828,2017-03-31
20170331,20170407,20170331,4771,SEPCO_S8_BlueCarpet_Pre-Reg_Push,GCRM,ONCE,PH,PUSH,,1731,1048,963,333,,S8,0000004771,2017-03-31
20170331,20170407,20170331,4827,SEPCO_S8_BlueCarpet_PROS_Push,GCRM,ONCE,PH,PUSH,,88749,13355,11874,1594,,S8,0000004827,2017-03-31
20170331,20170407,20170331,4820,SAVINA_A5_7_PN,GCRM,ONCE,VN,PUSH,,283640,136708,133329,12413,,A,0000004820,2017-03-31
20170403,20170410,20170403,4857,SAVINA_A2017-A3_PostLaunch_HML_Push,GCRM,ONCE,VN,PUSH,,86844,,,,,A,0000004857,2017-04-03
20170403,20170410,20170403,4858,SAVINA_A2017-A5_PostLaunch_HML_Push,GCRM,ONCE,VN,PUSH,,635745,,,,,A,0000004858,2017-04-03
20170403,20170410,20170403,4859,SAVINA_A2017-A7_PostLaunch_HML_Push,GCRM,ONCE,VN,PUSH,,344660,,,,,A,0000004859,2017-04-03
20170405,20170412,20170405,4894,SAVINA_A2017_Trade-Up_A-JUsers_Push,GCRM,ONCE,VN,PUSH,,540343,,,,,A,0000004894,2017-04-05
20170406,20170413,20170406,4963,SEIN_mySamsung_NowPreloaded_A_PN,GCRM,ONCE,ID,PUSH,,966783,548633,399743,44605,,,0000004963,2017-04-06
20170406,20170413,20170406,4964,SEIN_mySamsung_NowPreloaded_B_PN,GCRM,ONCE,ID,PUSH,,971667,546798,367815,40131,,,0000004964,2017-04-06
20170406,20170413,20170406,4965,SEIN_mySamsung_NowPreloaded_C_PN,GCRM,ONCE,ID,PUSH,,1004208,565651,359509,39867,,,0000004965,2017-04-06
20170406,20170407,20170406,4959,SME_S8_RoIregister_PN,GCRM,ONCE,MY,PUSH,,3812041,1192105,817963,93700,,S8,0000004959,2017-04-06
20170407,20170414,20170407,5033,SEIN_S8_Pre-OrderTeaser_EA_Push,GCRM,ONCE,ID,PUSH,,98734,70719,,,,S8,0000005033,2017-04-07
20170407,20170414,20170407,5034,SEIN_S8_Pre-OrderTeaser_FS_Push,GCRM,ONCE,ID,PUSH,,530847,377907,285250,50925,,S8,0000005034,2017-04-07
20170407,20170414,20170407,5035,SEIN_S8_Pre-OrderTeaser_LOY_Push,GCRM,ONCE,ID,PUSH,,276469,188581,144167,,,S8,0000005035,2017-04-07
20170407,20170414,20170407,5031,SEPCO_S8_BlueCarpet_EA_W2_Push,GCRM,ONCE,PH,PUSH,,61129,39208,29857,3615,,S8,0000005031,2017-04-07
20170407,20170414,20170407,5030,SEPCO_S8_BlueCarpet_FS_W2_Push,GCRM,ONCE,PH,PUSH,,133321,51485,29922,2827,,S8,0000005030,2017-04-07
20170407,20170414,20170407,5029,SEPCO_S8_BlueCarpet_LOY_W2_Push,GCRM,ONCE,PH,PUSH,,106694,60135,39826,3707,,S8,0000005029,2017-04-07
20170407,20170414,20170407,5028,SEPCO_S8_BlueCarpet_MA_W2_Push,GCRM,ONCE,PH,PUSH,,160590,77394,50780,4071,,S8,0000005028,2017-04-07
20170407,20170414,20170407,5011,SEPCO_S8_BlueCarpet_Pre-Reg_W2_Push,GCRM,ONCE,PH,PUSH,,1297,815,588,97,,S8,0000005011,2017-04-07
20170407,20170414,20170407,5027,SEPCO_S8_BlueCarpet_PROS_W2_Push,GCRM,ONCE,PH,PUSH,,81948,19336,10416,1010,,S8,0000005027,2017-04-07
20170410,20170417,20170410,5051,SME_IM_MilkMusic_60premium_PN,GCRM,ONCE,MY,PUSH,,492217,,,,,,0000005051,2017-04-10
20170410,20170417,20170410,5114,SME_IM_MilkMusic_60premium_PN,GCRM,ONCE,MY,PUSH,,154066,110394,87671,9925,,,0000005114,2017-04-10
20170410,20170417,20170410,5096,SEPCO_S8_BlueCarpet-Lazada_EA_Push,GCRM,ONCE,PH,PUSH,,74032,50027,40876,6013,,S8,0000005096,2017-04-10
20170410,20170417,20170410,5097,SEPCO_S8_BlueCarpet-Lazada_FS_Push,GCRM,ONCE,PH,PUSH,,154844,61194,37561,3980,,S8,0000005097,2017-04-10
20170410,20170417,20170410,5098,SEPCO_S8_BlueCarpet-Lazada_LOY_Push,GCRM,ONCE,PH,PUSH,,119020,70079,49603,4891,,S8,0000005098,2017-04-10
20170410,20170417,20170410,5099,SEPCO_S8_BlueCarpet-Lazada_PROS_Push,GCRM,ONCE,PH,PUSH,,94045,23058,13204,1298,,S8,0000005099,2017-04-10
20170412,20170413,20170412,5224,SME_IM_S8_PreOrder_rem_PN,GCRM,ONCE,MY,PUSH,,123047,,,,,S8,0000005224,2017-04-12
20170413,20170420,20170413,5255,SEIN_GalaxyA_CDM_Generic_PN,GCRM,ONCE,ID,PUSH,,795887,517609,293874,33457,,A,0000005255,2017-04-13
20170413,20170420,20170413,5258,SEIN_GalaxyA_CDM_mid_Female_PN,GCRM,ONCE,ID,PUSH,,150346,120903,96096,11969,,A,0000005258,2017-04-13
20170413,20170420,20170413,5256,SEIN_GalaxyA_CDM_mid_Male_PN,GCRM,ONCE,ID,PUSH,,410028,322810,237246,22141,,A,0000005256,2017-04-13
20170413,20170420,20170413,5317,SEIN_S8_PreOrder_Rem_EA_PUSH,GCRM,ONCE,ID,PUSH,,98363,,,,,S8,0000005317,2017-04-13
20170413,20170420,20170413,5318,SEIN_S8_PreOrder_Rem_FS_PUSH,GCRM,ONCE,ID,PUSH,,528778,,,,,S8,0000005318,2017-04-13
20170413,20170420,20170413,5319,SEIN_S8_PreOrder_Rem_LOY_PUSH,GCRM,ONCE,ID,PUSH,,275131,,,,,S8,0000005319,2017-04-13
20170413,20170420,20170413,5301,SEIN_DA_WkendPromo_RET_PN,GCRM,ONCE,ID,PUSH,,477910,,,,,,0000005301,2017-04-13
20170413,20170420,20170413,5310,TSE_S8_PreBooking_EA_Push,GCRM,ONCE,TH,PUSH,,156436,96525,81248,19786,,S8,0000005310,2017-04-13
20170413,20170420,20170413,5312,TSE_S8_PreBooking_LOY_Push,GCRM,ONCE,TH,PUSH,,215890,153689,132547,28006,,S8,0000005312,2017-04-13
20170413,20170420,20170413,5311,TSE_S8_PreBooking_MA_Push,GCRM,ONCE,TH,PUSH,,260473,102682,77992,11997,,S8,0000005311,2017-04-13
20170413,20170420,20170413,5248,SAVINA_A2017_Trade-Up_A-JUsers_Push,GCRM,ONCE,VN,PUSH,,539737,,,,,A,0000005248,2017-04-13
20170414,20170418,20170414,5174,SME_IM_RedRooster1_PN,GCRM,ONCE,MY,PUSH,,111539,53182,29665,3197,,J,0000005174,2017-04-14
20170417,20170418,20170417,5344,SEIN_S8_PreOrder_Rem_EA_PUSH_v2,GCRM,ONCE,ID,PUSH,,98210,70440,49746,8113,,S8,0000005344,2017-04-17
20170417,20170418,20170417,5345,SEIN_S8_PreOrder_Rem_FS_PUSH_v2,GCRM,ONCE,ID,PUSH,,528561,373884,269201,36152,,S8,0000005345,2017-04-17
20170417,20170418,20170417,5346,SEIN_S8_PreOrder_Rem_LOY_PUSH_v2,GCRM,ONCE,ID,PUSH,,274862,187386,138827,13862,,S8,0000005346,2017-04-17
20170417,20170424,20170417,5382,SAVINA_C9Pro_Launch_RET_Push,GCRM,ONCE,VN,PUSH,,29866,15489,13332,1371,,,0000005382,2017-04-17
20170417,20170424,20170417,5383,SAVINA_C9Pro_Launch_UPSELL_Push,GCRM,ONCE,VN,PUSH,,29650,15323,13054,1643,,,0000005383,2017-04-17
20170419,20170426,20170419,5460,SEPCO_S8_Preorder_EA_Push,GCRM,ONCE,PH,PUSH,,70457,47680,35963,6063,,S8,0000005460,2017-04-19
20170419,20170426,20170419,5462,SEPCO_S8_Preorder_FS_Push,GCRM,ONCE,PH,PUSH,,142095,56406,34122,3923,,S8,0000005462,2017-04-19
20170419,20170426,20170419,5463,SEPCO_S8_Preorder_LOY_Push,GCRM,ONCE,PH,PUSH,,121107,71817,50657,6082,,S8,0000005463,2017-04-19
20170419,20170426,20170419,5464,SEPCO_S8_Preorder_MA_Push,GCRM,ONCE,PH,PUSH,,174873,87570,59774,6372,,S8,0000005464,2017-04-19
20170419,20170426,20170419,5466,SEPCO_S8_Preorder_PRE-REG_Push,GCRM,ONCE,PH,PUSH,,1811,1263,900,154,,S8,0000005466,2017-04-19
20170419,20170426,20170419,5465,SEPCO_S8_Preorder_PROS_Push,GCRM,ONCE,PH,PUSH,,87148,21508,12014,1338,,S8,0000005465,2017-04-19
20170419,20170426,20170419,5461,SEPCO_S8_Preorder_UP_Push,GCRM,ONCE,PH,PUSH,,458322,204672,124707,14817,,S8,0000005461,2017-04-19
20170419,20170426,20170419,5450,SAVINA_S8_PreOrder_EA_Push,GCRM,ONCE,VN,PUSH,,77592,,,,,S8,0000005450,2017-04-19
20170419,20170426,20170419,5451,SAVINA_S8_PreOrder_FS_Push,GCRM,ONCE,VN,PUSH,,149573,,,,,S8,0000005451,2017-04-19
20170419,20170426,20170419,5457,SAVINA_S8_PreOrder_LOY_Push,GCRM,ONCE,VN,PUSH,,152561,,,,,S8,0000005457,2017-04-19
20170419,20170426,20170419,5458,SAVINA_S8_PreOrder_MA_Push,GCRM,ONCE,VN,PUSH,,125849,,,,,S8,0000005458,2017-04-19
20170419,20170426,20170419,5459,SAVINA_S8_PreOrder_PROS_Push,GCRM,ONCE,VN,PUSH,,425012,,,,,S8,0000005459,2017-04-19
20170424,20170501,20170424,5529,SAVINA_S8_PreOrder_EA_Push_v2,GCRM,ONCE,VN,PUSH,,77866,50934,42704,10878,,S8,0000005529,2017-04-24
