gcdm_customer_id,origin,medium,ia_type,timestamp,campaign_id,error,ia_date
005056B829D81ED8A486167A62922A2F,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-05-01T08:21:06Z,0000078615,,2020-05-01
BD343ACB77231ED59F8ECB9CA131308E,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-04-04T13:46:45Z,0000047352,,2019-04-04
D1C28602FDCA1ED6B6CE5A4110AD5611,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-06-11T09:23:48Z,0000149869,,2022-06-11
0017A4770E0A1ED890BC65E7FF8820C4,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-03-24T14:35:09Z,0000075368,,2020-03-24
005056B829D81ED8A9A9239F75EE164C,SA,PUSH,PUSH_OUTBOUND,2019-04-22T05:16:47Z,0000048794,,2019-04-22
BD343ACB77231ED5B5D0A5960705D08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-07-05T18:44:45Z,0000125940,,2021-07-05
BD343ACB77231ED5B7837B6ED8B4708E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-09-16T02:49:21Z,0000092933,,2020-09-16
D1C28602FDCA1ED6BBC30983341D5611,SA,PUSH,PUSH_DELIVERED,2019-02-07T10:17:38Z,0000042272,,2019-02-07
BD343ACB77231ED5BDA4433EA418F08E,SA,PUSH,PUSH_OUTBOUND,2020-02-28T04:34:31Z,0000073323,,2020-02-28
BD343ACB77231ED5BDB7E41B358CB08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-02-07T06:41:56Z,0000108679,,2021-02-07
D1C28602FDCA1ED6B4C9A82ADF445611,SA,PUSH,PUSH_DELIVERED,2020-02-11T09:45:01Z,0000071284,,2020-02-11
D1C28602FDCA1ED6BCAA4C97A6CE7611,EMAIL,EMAIL,EMAIL_OUTBOUND,2017-05-18T03:07:51Z,0000006274,,2017-05-18
BD343ACB77231ED59F900C45FCB1908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-12T08:49:50Z,0000131783,,2021-09-12
005056B829D81ED8B7BC6742981978DB,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-21T04:52:02Z,0000132234,,2021-09-21
D1C28602FDCA1ED6ABA93139748FD611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-27T02:30:41Z,0000132784,,2021-09-27
D1C28602FDCA1ED6BAAAA76C07887611,EMAIL,EMAIL,EMAIL_OUTBOUND,2017-06-22T18:21:10Z,0000007087,,2017-06-22
D1C28602FDCA1ED6BB8FAD9464E07611,EMAIL,EMAIL,EMAIL_OPENED,2020-12-18T09:10:01Z,0000102242,,2020-12-18
0017A4770E0A1ED7AEFEEFEA4B35A0C3,SA,PUSH,PUSH_OUTBOUND,2019-11-01T10:48:37Z,0000064607,,2019-11-01
0017A4770E0A1ED7B1C8AC551F55E0C3,SA,PUSH,PUSH_DELIVERED,2020-10-20T23:53:00Z,0000097226,,2020-10-20
0017A4770E041ED7A9C1593CC24B00C1,SA,PUSH,PUSH_DELIVERED,2019-07-13T00:27:00Z,0000054497,,2019-07-13
0017A4770E0A1ED7B19696DA489340C3,EMAIL,EMAIL,EMAIL_OPENED,2020-11-12T00:50:34Z,0000096178,,2020-11-12
0017A4770E0A1ED7B2E3758AA26780C3,SA,PUSH,PUSH_DELIVERED,2018-12-12T02:22:01Z,0000039127,,2018-12-12
BD343ACB77231ED5B4D23D459197308E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-03-20T03:11:45Z,0000145241,,2022-03-20
BD343ACB77231ED5B6F79083C415908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-03-06T05:51:34Z,0000112277,,2021-03-06
BD343ACB77231ED5B6FAC047722A308E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-04-08T19:18:09Z,0000116604,,2021-04-08
D1C28602FDCA1ED6BAC6F3ABB4591611,SA,PUSH,PUSH_DELIVERED,2022-04-13T05:58:01Z,0000146728,,2022-04-13
BD343ACB77231ED5ACFEA1B01DC1308E,SA,PUSH,PUSH_DELIVERED,2019-04-13T00:24:00Z,0000048159,,2019-04-13
D1C28602FDCA1ED6A4F58399F6A35611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-05-26T08:10:06Z,0000122333,,2021-05-26
D1C28602FDCA1ED6B9AF83E13B5F5611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-06-17T04:14:59Z,0000124000,,2021-06-17
BD343ACB77231ED5B78A544EBEC5108E,SA,PUSH,PUSH_OUTBOUND,2019-08-05T05:46:17Z,0000056986,,2019-08-05
BD343ACB77231ED6809FA851D574D08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-12-20T06:41:10Z,0000139567,,2021-12-20
D1C28602FDCA1ED6B7FE044399877611,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-10-31T07:44:16Z,0000036381,,2018-10-31
D1C28602FDCA1ED6BAC717184B5D1611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-12-13T10:11:04Z,0000139176,,2021-12-13
BD343ACB77231ED5ADE2CC131367D08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-01-22T07:47:44Z,0000141707,,2022-01-22
BD343ACB77231ED5B6F3E8898A06F08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-30T10:25:30Z,0000133219,,2021-09-30
BD343ACB77231ED5B6FC32EBBC80F08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-07-05T10:27:44Z,0000083601,,2020-07-05
BD343ACB77231ED5B780AC08BC61D08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-09-15T14:18:55Z,0000060974,,2019-09-15
BD343ACB77231ED5BDB9DF41DCA8B08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-07-09T05:33:37Z,0000026612,,2018-07-09
D1C28602FDCA1ED6B7FFDE48C984D611,SA,PUSH,PUSH_DELIVERED,2021-04-23T22:17:01Z,0000118481,,2021-04-23
0017A4770E0A1ED891D701E84C91E0C4,SA,PUSH,PUSH_DELIVERED,2021-06-03T00:12:01Z,0000123073,,2021-06-03
005056B829D81ED89BC91E14615B1869,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-06-04T02:27:44Z,0000149527,,2022-06-04
005056B829D81ED8BA839D206A2335A3,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-05-20T12:12:56Z,0000121675,,2021-05-20
BD343ACB77231ED5B6FF96786FD6508E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-09-02T01:45:49Z,0000091368,,2020-09-02
BD343ACB77231ED5B8BAE6A02B8A308E,SA,PUSH,PUSH_OUTBOUND,2019-03-20T03:43:33Z,0000046013,,2019-03-20
D1C28602FDCA1ED6B5B8CE090DFFD611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-12-16T21:53:23Z,0000138656,,2021-12-16
0017A4770E061ED799B01088A9EB60BF,SA,PUSH,PUSH_DELIVERED,2017-11-16T08:48:01Z,0000014243,,2017-11-16
0017A4770E0A1ED7BEE6771A74F3A0C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-08-24T10:43:46Z,0000130337,,2021-08-24
0017A4770E0A1ED7BEF3B9629DDB20C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-06-11T12:12:58Z,0000025156,,2018-06-11
0017A4770E0A1ED88684CE0CB82FE0C3,SA,PUSH,PUSH_OUTBOUND,2021-04-09T12:30:01Z,0000116636,,2021-04-09
BD343ACB77231ED5A4F77F49836ED08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-06-06T08:28:49Z,0000024720,,2018-06-06
BD343ACB77231ED5BDAA1BEF2DDDB08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-03-10T04:49:21Z,0000074302,,2020-03-10
BD343ACB77231ED6839B002089EC308E,SA,PUSH,PUSH_OUTBOUND,2018-09-14T08:14:40Z,0000032595,,2018-09-14
D1C28602FDCA1ED6B8A9E87B0ED03611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-10-27T04:10:24Z,0000135552,,2021-10-27
0017A4770E001ED789E88F721C34E0BD,SA,PUSH,PUSH_OUTBOUND,2018-02-26T18:25:13Z,0000018643,,2018-02-26
0017A4770E001ED78F846280524100BD,EMAIL,EMAIL,EMAIL_OUTBOUND,2017-11-01T07:12:11Z,0000013391,,2017-11-01
0017A4770E041ED7A7DBD480AA1EE0C1,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-03-20T11:19:39Z,0000074830,,2020-03-20
BD343ACB77231ED5AFC5415A57AE908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-04-21T11:36:19Z,0000117669,,2021-04-21
BD343ACB77231ED5B6F573927E4DD08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-09-22T00:03:20Z,0000093900,,2020-09-22
D1C28602FDCA1ED6BAAB1F67300F3611,SA,PUSH,PUSH_DELIVERED,2020-03-04T00:27:00Z,0000073682,,2020-03-04
BD343ACB77231ED59F8F72B8327ED08E,SA,PUSH,PUSH_OUTBOUND,2020-10-08T11:25:50Z,0000095979,,2020-10-08
BD343ACB77231ED59F94BC6E3853D08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-11-16T10:29:47Z,0000099723,,2020-11-16
BD343ACB77231ED5B6FA2690F9FE908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-02-25T04:26:43Z,0000072048,,2020-02-25
BD343ACB77231ED5B6FB8C7EC4FD308E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-11-08T07:48:25Z,0000099029,,2020-11-08
BD343ACB77231ED5B6FBB3B5BDFF708E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-09-16T05:18:51Z,0000092940,,2020-09-16
BD343ACB77231ED5B6FC0FBA6813908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-09-05T14:43:22Z,0000031707,,2018-09-05
BD343ACB77231ED5B6FE204FA87AD08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-03-07T05:52:02Z,0000043935,,2019-03-07
BD343ACB77231ED5B6FF14E209D2308E,SA,PUSH,PUSH_DISPLAYED,2019-07-14T05:07:15Z,0000054231,,2019-07-14
D1C28602FDCA1ED6B7FD4106F13FF611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-05-01T17:51:36Z,0000119214,,2021-05-01
005056B864471EE9A98102AD43504DE9,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-01-17T15:59:44Z,0000141342,,2022-01-17
005056B864471EEA98DBC4CA7F56A467,SA,PUSH,PUSH_OUTBOUND,2020-11-16T15:47:11Z,0000099716,,2020-11-16
0017A4770E0A1ED881C26C4679D1C0C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-09-28T04:31:02Z,0000033628,,2018-09-28
0017A4770E0A1ED882EBB92F832AE0C3,SA,PUSH,PUSH_DELIVERED,2021-03-16T22:58:01Z,0000113402,,2021-03-16
0017A4770E0A1ED88DDB03A908DF40C4,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-16T10:07:19Z,0000131863,,2021-09-16
0017A4770E061ED799E2D435A591E0BF,SA,PUSH,PUSH_DELIVERED,2020-09-10T01:01:00Z,0000092385,,2020-09-10
BD343ACB77231ED5AEE10FD631DA908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-11-17T14:40:53Z,0000099501,,2020-11-17
BD343ACB77231ED5B6F4207E17E2D08E,SA,PUSH,PUSH_OUTBOUND,2020-03-06T09:19:48Z,0000074155,,2020-03-06
BD343ACB77231ED5B6F65B150ECA308E,SA,PUSH,PUSH_DISPLAYED,2020-06-26T12:21:14Z,0000083139,,2020-06-26
BD343ACB77231ED5B6FCCF775F98908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-11-26T02:24:32Z,0000100581,,2020-11-26
BD343ACB77231ED5B781AAD9EC4D708E,EMAIL,EMAIL,EMAIL_OUTBOUND,2017-06-14T08:16:30Z,0000006942,,2017-06-14
BD343ACB77231ED5BDFFBBF0E202308E,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-10-15T13:46:33Z,0000034817,,2018-10-15
D1C28602FDCA1ED6BB903D247DFFF611,SA,PUSH,PUSH_OUTBOUND,2021-04-01T16:26:52Z,0000115808,,2021-04-01
D1C28602FDCA1ED6BBC2D57539F0D611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-05-18T13:07:11Z,0000121321,,2021-05-18
BD343ACB77231ED59EBF5EDF97FF108E,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-07-17T16:33:42Z,0000085392,,2020-07-17
005056B85CC51EEBB881A9FC18855A0B,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-11-06T13:40:04Z,0000134492,,2021-11-06
005056B864471ED89A9C4B38ADD03728,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-02-27T10:18:30Z,0000044383,,2019-02-27
005056B864471ED89ACF7151D49F8215,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-07-31T04:45:19Z,0000087048,,2020-07-31
005056B864471ED8A4E6889B009BDCCD,SA,PUSH,PUSH_DELIVERED,2019-10-27T23:47:00Z,0000063710,,2019-10-27
005056B864471ED8A6B004EFA70267BD,SA,PUSH,PUSH_OUTBOUND,2021-04-15T08:45:08Z,0000117330,,2021-04-15
BD343ACB77231ED5A5E942BC9142B08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-02-13T07:52:51Z,0000143043,,2022-02-13
BD343ACB77231ED5B780ECC40655F08E,SA,PUSH,PUSH_OUTBOUND,2018-11-27T09:46:02Z,0000038155,,2018-11-27
BD343ACB77231ED5BDAA8CB01061508E,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-04-27T09:28:41Z,0000049332,,2019-04-27
BD343ACB77231ED5BE818725AB37B08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-29T10:11:42Z,0000132641,,2021-09-29
D1C28602FDCA1ED6B3AD9C1C3549B611,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-11-18T04:21:33Z,0000065617,,2019-11-18
D1C28602FDCA1ED6B9F7D488FAA69611,EMAIL,EMAIL,EMAIL_BOUNCE_SOFT,2017-08-15T16:04:22Z,0000008839,CONNECTION_ERROR,2017-08-15
0017A4770E061ED79ACA2D01CF06E0BF,SA,PUSH,PUSH_DISPLAYED,2019-10-05T06:58:49Z,0000062579,,2019-10-05
0017A4770E0A1ED7B1E0F676836380C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-04-27T07:17:00Z,0000147649,,2022-04-27
0017A4770E0A1ED7BFDA55B427EF80C3,SA,PUSH,PUSH_DISPLAYED,2019-12-17T09:11:09Z,0000067524,,2019-12-17
BD343ACB77231ED5A889E27462D7D08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-07-04T08:38:02Z,0000125807,,2021-07-04
BD343ACB77231ED5B5F758EE9AAAD08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-04-29T22:17:40Z,0000118455,,2021-04-29
BD343ACB77231ED5B6FF6B00F30C908E,SA,PUSH,PUSH_DELIVERED,2019-04-22T08:38:00Z,0000048793,,2019-04-22
D1C28602FDCA1ED6A5805583A81BB611,SA,PUSH,PUSH_DISPLAYED,2022-07-20T05:51:57Z,0000151782,,2022-07-20
BD343ACB77231ED5B3ED938D60C5108E,SA,PUSH,PUSH_DELIVERED,2018-07-24T09:37:00Z,0000027673,,2018-07-24
D1C28602FDCA1ED6ABA422644BBDB611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-12-08T14:25:49Z,0000138792,,2021-12-08
D1C28602FDCA1ED6B7BFCA748AC5F611,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-10-25T03:51:44Z,0000035877,,2018-10-25
D1C28602FDCA1ED6BADC99602FE4B611,SA,PUSH,PUSH_OUTBOUND,2019-03-11T08:05:20Z,0000045278,,2019-03-11
BD343ACB77231ED5B0AA03973E9B108E,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-08-30T11:10:24Z,0000031203,,2018-08-30
BD343ACB77231ED5B38A51C67251B08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-02-22T13:30:21Z,0000110470,,2021-02-22
BD343ACB77231ED5B6FFB9D4C809B08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-12-08T11:50:05Z,0000138792,,2021-12-08
BD343ACB77231ED5B7812B28578B908E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-06T06:21:25Z,0000131169,,2021-09-06
D1C28602FDCA1ED6A5806A9163BF3611,EMAIL,EMAIL,EMAIL_OUTBOUND,2018-08-31T13:12:51Z,0000031399,,2018-08-31
D1C28602FDCA1ED6B9DF903DD7455611,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-09-12T07:57:00Z,0000131783,,2021-09-12
005056B864471ED997BF0D00028B3200,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-09-14T15:24:38Z,0000092946,,2020-09-14
005056B864471ED9AD8FB7EC52BDC3E8,SA,PUSH,PUSH_OUTBOUND,2020-08-27T07:48:55Z,0000090876,,2020-08-27
BD343ACB77231ED5AD977534B43C308E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-03-21T15:51:49Z,0000145474,,2022-03-21
BD343ACB77231ED5B6FA90146D91308E,SA,PUSH,PUSH_DELIVERED,2018-11-08T06:35:17Z,0000036784,,2018-11-08
BD343ACB77231ED5B6FD6C57F9BBB08E,SA,PUSH,PUSH_OUTBOUND,2020-02-28T02:53:56Z,0000073310,,2020-02-28
BD343ACB77231ED5B780ECEEB47CD08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-06-10T07:56:50Z,0000149443,,2022-06-10
BD343ACB77231ED5B783346CA27B908E,SA,PUSH,PUSH_OUTBOUND,2019-05-30T10:23:08Z,0000051662,,2019-05-30
D1C28602FDCA1ED6B78034640AD7B611,SA,PUSH,PUSH_OUTBOUND,2020-03-10T03:26:13Z,0000074331,,2020-03-10
0017A4770E0A1ED7B5D75D4BEAA580C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-01-23T10:04:52Z,0000069666,,2020-01-23
0017A4770E0A1ED7BF8FC7248AA8C0C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-05-29T10:12:39Z,0000051569,,2019-05-29
0017A4770E0A1ED882D968F0DAB380C3,SA,PUSH,PUSH_DELIVERED,2020-05-18T01:08:00Z,0000079889,,2020-05-18
005056B8A9EA1ED8ACEE1F9769C21F61,SA,PUSH,PUSH_OUTBOUND,2021-01-13T12:48:57Z,0000104685,,2021-01-13
005056B8A9EA1ED8B3F7608BE47553F2,EMAIL,EMAIL,EMAIL_BOUNCE_SOFT,2019-09-05T23:21:46Z,0000060077,MAILBOX_FULL,2019-09-05
005056B8A9EA1ED8B4E058216CE11069,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-02-04T14:06:39Z,0000108353,,2021-02-04
0017A4770E041ED7A2B4F1E9747E60C1,SA,PUSH,PUSH_DELIVERED,2021-09-01T23:50:01Z,0000130938,,2021-09-01
0017A4770E041ED7A2B843F46D8260C1,SA,PUSH,PUSH_DELIVERED,2019-07-11T12:49:00Z,0000054151,,2019-07-11
0017A4770E041ED7A7DBDED62D15A0C1,SA,PUSH,PUSH_OUTBOUND,2018-02-09T03:38:50Z,0000017534,,2018-02-09
0017A4770E041ED7A8AA4A38A16A40C1,EMAIL,EMAIL,EMAIL_OUTBOUND,2020-02-02T04:08:29Z,0000069698,,2020-02-02
0017A4770E0A1ED7B2DD9460B00C40C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-03-17T08:50:40Z,0000145162,,2022-03-17
0017A4770E0A1ED88F8AEC1DFC6740C4,SA,PUSH,PUSH_OUTBOUND,2020-06-01T05:07:15Z,0000081085,,2020-06-01
005056B829D81ED8A48625EBBB9D8A43,SA,PUSH,PUSH_OUTBOUND,2020-03-12T14:53:03Z,0000074690,,2020-03-12
0017A4770E0A1ED791AB18E364D2A0BE,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-07-17T13:23:11Z,0000127160,,2021-07-17
0017A4770E0A1ED794B654D7AAA080BE,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-08-03T03:26:10Z,0000152603,,2022-08-03
005056B85CC51EEBA19A62330D9D0A7B,SA,PUSH,PUSH_OUTBOUND,2022-04-15T06:00:58Z,0000146918,,2022-04-15
005056B85CC51EEBACFF23795AC0B3A7,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-11-20T00:43:16Z,0000137401,,2021-11-20
005056B864471ED8B2E0982ACCB94CF6,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-10-29T12:10:40Z,0000135698,,2021-10-29
005056B864471ED8B6F051B4D2E709F9,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-01-13T05:30:10Z,0000140996,,2022-01-13
BD343ACB77231ED59FA773F9BE6C108E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-02-11T11:13:23Z,0000142902,,2022-02-11
BD343ACB77231ED59FA79CA31ABB508E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-02-04T07:08:30Z,0000142398,,2022-02-04
BD343ACB77231ED5B3EDBDD8FCCFF08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-11-12T04:19:00Z,0000136587,,2021-11-12
BD343ACB77231ED5B6FC9C3F48C0108E,SA,PUSH,PUSH_OUTBOUND,2019-02-21T04:41:46Z,0000043736,,2019-02-21
BD343ACB77231ED5B78063047F3A508E,SA,PUSH,PUSH_DELIVERED,2020-02-14T04:20:00Z,0000071798,,2020-02-14
BD343ACB77231ED5B7839D3FFE3B908E,SA,PUSH,PUSH_OUTBOUND,2021-11-11T15:21:08Z,0000136698,,2021-11-11
BD343ACB77231ED5B88ACCF345A9D08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2019-10-09T02:49:47Z,0000062800,,2019-10-09
D1C28602FDCA1ED6B8FCC2EE749C7611,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-03-25T06:01:12Z,0000145836,,2022-03-25
0017A4770E001ED78EEBF1C4186C00BD,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-05-13T21:54:42Z,0000121053,,2021-05-13
0017A4770E041ED79EA803472D6040C1,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-10-06T08:56:22Z,0000133507,,2021-10-06
0017A4770E041ED7A0B9A8D1C1D100C1,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-06-11T06:59:07Z,0000124085,,2021-06-11
0017A4770E0A1ED7BE94B63B71F940C3,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-05-02T22:33:34Z,0000147792,,2022-05-02
BD343ACB77231ED59FA4487874CB508E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-02-13T07:50:28Z,0000143043,,2022-02-13
BD343ACB77231ED5A9877ECA54EA108E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-11-19T12:14:01Z,0000137208,,2021-11-19
BD343ACB77231ED5AEE15634FF92B08E,EMAIL,EMAIL,EMAIL_OUTBOUND,2022-08-06T07:13:20Z,0000152739,,2022-08-06
BD343ACB77231ED5B1F313B5B3C2108E,EMAIL,EMAIL,EMAIL_OUTBOUND,2021-12-15T13:53:09Z,0000139431,,2021-12-15
