"tier","agency","principal__l1","shop_id","is_cbp","offsite__managed","paid_ads__managed","metrics","grass_month","month","actual_2021","target_2022"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb non cpas","2021-06-01 00:00:00.0","6","3607.78","11905.674"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","others","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 2","OnPoint","CJ","253598734","Non CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","1131.2000000000003","3732.9600000000005"
"Tier 1","GroupM","Unicharm","63524190","CBP","1","1","google","2021-10-01 00:00:00.0","10","9.8","15.680000000000001"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","25783.240000000005","41253.18400000001"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","fb cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","838.4000000000001","1341.4400000000003"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","5949.200000000002","9518.720000000003"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","2796.8","4474.88"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","google","2021-11-01 00:00:00.0","11","817.0000000000001","1307.2000000000003"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","google","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 2","OnPoint","Kamart","89771749","Non CBP","0","0","others","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","others","2021-10-01 00:00:00.0","10","5147.550000000001","8236.080000000002"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","google","2021-05-01 00:00:00.0","5","1878.8400000000004","3006.1440000000007"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","0.8","2.64"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","others","2021-06-01 00:00:00.0","6","726.9","2398.77"
"Tier 1","OMD","Star Kombucha","218106617","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","1008.3","3327.39"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","google","2021-11-01 00:00:00.0","11","104.00000000000001","343.20000000000005"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","12.599999999999998","20.159999999999997"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","others","2021-08-01 00:00:00.0","8","13527.749999999998","21644.399999999998"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb non cpas","2021-09-01 00:00:00.0","9","24591.200000000004","39345.92000000001"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb cpas","2021-02-01 00:00:00.0","2","6.440000000000001","10.304000000000002"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","fb cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb cpas","2021-09-01 00:00:00.0","9","54.25","86.80000000000001"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","others","2021-03-01 00:00:00.0","3","3903.15","12880.395"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","3832.0800000000004","6131.328000000001"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","7314.65","11703.44"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","google","2021-06-01 00:00:00.0","6","68.22","225.12599999999998"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","125.19999999999999","200.32"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","2289.7","3663.52"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","google","2021-01-01 00:00:00.0","1","58.319999999999986","192.45599999999993"
"Tier 1","OMD","Electrolux","331346099","Non CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","2080.05","6864.165"
"Tier 1","Dentsu","Galderma","518445856","Non CBP","1","0","others","2021-10-01 00:00:00.0","10","4329.3","6926.880000000001"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb cpas","2021-02-01 00:00:00.0","2","2301.6","3682.56"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","google","2021-05-01 00:00:00.0","5","140.39999999999998","224.64"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","902.2000000000002","1443.5200000000004"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","fb cpas","2021-05-01 00:00:00.0","5","1287.3","2059.68"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","google","2021-12-01 00:00:00.0","12","152.20000000000002","502.26000000000005"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","google","2021-06-01 00:00:00.0","6","2661.66","4258.656"
"Tier 1","Dentsu","RB Health","332890699","Non CBP","1","0","others","2021-11-01 00:00:00.0","11","0.8999999999999999","1.44"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","0.46","0.7360000000000001"
"Tier 1","GroupM","KC","35284879","CBP","1","1","others","2021-01-01 00:00:00.0","1","5.399999999999999","8.639999999999999"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","1637.9999999999998","5405.399999999999"
"Tier 2","Intrepid","Yves Rocher","111139273","Non CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","0.0","0.0"
"Tier 2","PMAX","Hipp","77571535","Non CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","516.4","1704.12"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","fb non cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","others","2021-01-01 00:00:00.0","1","0.15","0.24"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","google","2021-10-01 00:00:00.0","10","4282.400000000001","6851.840000000001"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","others","2021-01-01 00:00:00.0","1","92.84999999999998","306.4049999999999"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","google","2021-01-01 00:00:00.0","1","5538.419999999999","18276.785999999996"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","3771.3199999999997","6034.112"
"Tier 1","GroupM","Shiseido CPC","106909158","CBP","1","1","google","2021-12-01 00:00:00.0","12","484.59999999999997","775.36"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","fb cpas","2021-01-01 00:00:00.0","1","1020.04","1632.064"
"Tier 2","OnPoint","BRAND’S Suntory","295384841","Non CBP","0","0","others","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","others","2021-02-01 00:00:00.0","2","2.2499999999999996","7.424999999999998"
"Tier 1","Publicis","Abbott","148045025","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","49487.200000000004","79179.52000000002"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","others","2021-06-01 00:00:00.0","6","3600.0","5760.0"
"Tier 1","Dentsu","RB Health","328910017","Non CBP","1","0","google","2021-05-01 00:00:00.0","5","470.52","1552.716"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","fb non cpas","2021-12-01 00:00:00.0","12","18.0","28.8"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","268.87000000000006","430.1920000000001"
"Tier 1","GroupM","Nestlé","108166524","CBP","1","1","others","2021-08-01 00:00:00.0","8","1863.3000000000004","2981.2800000000007"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb cpas","2021-06-01 00:00:00.0","6","1955.9999999999998","6454.799999999999"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","2128.7","3405.92"
"Tier 1","Dentsu","RB Health","61963112","CBP","1","0","others","2021-04-01 00:00:00.0","4","176.25","282.0"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","30.40000000000001","48.640000000000015"
"Tier 2","OnPoint","L'Oreal ACD","530333613","CBP","0","0","fb cpas","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","others","2021-10-01 00:00:00.0","10","358.19999999999993","573.1199999999999"
"Tier 2","PMAX","Groupe SEB","254657873","CBP","1","0","fb cpas","2021-08-01 00:00:00.0","8","25562.95","40900.72"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","19.199999999999996","30.719999999999995"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","others","2021-08-01 00:00:00.0","8","7.600000000000002","12.160000000000004"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb non cpas","2021-05-01 00:00:00.0","5","1565.15","5164.995"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","1.0","1.6"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","others","2021-09-01 00:00:00.0","9","3.0","9.899999999999999"
"Tier 1","OMD","Beiersdorf","82297261","Non CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","0.6000000000000001","1.9800000000000002"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","593.6","949.7600000000001"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","others","2021-03-01 00:00:00.0","3","4.35","14.354999999999999"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","fb cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","Dentsu","Glico","322645754","Non CBP","1","0","google","2021-02-01 00:00:00.0","2","618.8400000000001","2042.1720000000005"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","145.82","233.312"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","others","2021-05-01 00:00:00.0","5","1036.3500000000001","1658.1600000000003"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","fb cpas","2021-10-01 00:00:00.0","10","1818.9500000000003","2910.3200000000006"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","fb non cpas","2021-11-01 00:00:00.0","11","168.2","555.06"
"Tier 1","Dentsu","Philips","284593651","CBP","1","1","google","2021-01-01 00:00:00.0","1","3.4200000000000004","5.472000000000001"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","fb non cpas","2021-11-01 00:00:00.0","11","1604.8","2567.6800000000003"
"Tier 1","Dentsu","Bitis","25211549","CBP","1","0","fb cpas","2021-11-01 00:00:00.0","11","2618.0","4188.8"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","5.200000000000001","8.320000000000002"
"Tier 1","GroupM","Unicharm","63521925","CBP","1","1","google","2021-11-01 00:00:00.0","11","2824.2000000000003","4518.72"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","2363.2000000000003","7798.56"
"Tier 1","GroupM","P&G","90366612","CBP","1","1","others","2021-09-01 00:00:00.0","9","0.9","1.4400000000000002"
"Tier 2","OnPoint","Shiseido Prestige","392896126","Non CBP","0","0","others","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","9998.400000000001","15997.440000000002"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","fb cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","google","2021-05-01 00:00:00.0","5","7302.42","11683.872000000001"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","2213.5199999999995","7304.615999999998"
"Tier 1","GroupM","Unilever","111138057","CBP","1","1","others","2021-11-01 00:00:00.0","11","1406.55","2250.48"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","google","2021-11-01 00:00:00.0","11","2.8000000000000003","9.24"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","google","2021-08-01 00:00:00.0","8","865.6000000000004","2856.480000000001"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","others","2021-11-01 00:00:00.0","11","1533.0","2452.8"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","4486.999999999999","7179.199999999999"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","google","2021-09-01 00:00:00.0","9","3.1999999999999997","5.12"
"Tier 1","Dentsu","Galderma","518445856","Non CBP","1","0","fb cpas","2021-11-01 00:00:00.0","11","4904.2","7846.72"
"Tier 2","OnPoint","Unilever International","39232661","CBP","0","1","fb non cpas","2021-09-01 00:00:00.0","9","0.0","0.0"
"Tier 2","Intrepid","Samsung","494226323","Non CBP","0","1","fb cpas","2021-08-01 00:00:00.0","8","0.0","0.0"
"Tier 1","Dentsu","Mentholatum","164940823","CBP","1","0","fb non cpas","2021-04-01 00:00:00.0","4","3.91","6.256"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","google","2021-07-01 00:00:00.0","7","3.0000000000000004","9.9"
"Tier 1","GroupM","KC","35284879","CBP","1","1","others","2021-07-01 00:00:00.0","7","1.7999999999999996","2.8799999999999994"
"Tier 1","Dentsu","Philips","284593651","CBP","1","1","google","2021-05-01 00:00:00.0","5","0.54","0.8640000000000001"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","fb non cpas","2021-01-01 00:00:00.0","1","0.23","0.759"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","google","2021-08-01 00:00:00.0","8","5561.4","8898.24"
"Tier 1","GroupM","Unilever","26947756","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","2125.9999999999995","3401.5999999999995"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","google","2021-02-01 00:00:00.0","2","3678.4799999999996","12138.983999999999"
"Tier 1","GroupM","Shiseido CPC","267070662","CBP","1","1","google","2021-01-01 00:00:00.0","1","192.06000000000003","307.29600000000005"
"Tier 1","GroupM","KC","35284879","CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","6980.400000000001","11168.640000000001"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","others","2021-03-01 00:00:00.0","3","384.0000000000001","614.4000000000002"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb cpas","2021-10-01 00:00:00.0","10","1807.3999999999992","2891.839999999999"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","fb cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","fb non cpas","2021-01-01 00:00:00.0","1","5033.779999999999","8054.047999999999"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","2347.5","7746.75"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","50.80000000000001","81.28000000000003"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","fb non cpas","2021-02-01 00:00:00.0","2","5867.3","19362.09"
"Tier 2","OnPoint","Brother","310986511","Non CBP","0","1","fb cpas","2021-07-01 00:00:00.0","7","0.0","0.0"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","fb cpas","2021-05-01 00:00:00.0","5","192.36","634.788"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","others","2021-10-01 00:00:00.0","10","1677.15","2683.4400000000005"
"Tier 2","Intrepid","supersportsvn","82611496","Non CBP","1","0","fb cpas","2021-09-01 00:00:00.0","9","11459.0","37814.7"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","others","2021-03-01 00:00:00.0","3","51.449999999999996","82.32"
"Tier 1","Publicis","Abbott","148045025","CBP","1","1","google","2021-08-01 00:00:00.0","8","3201.7999999999997","5122.88"
"Tier 1","GroupM","Unicharm","63524190","CBP","1","1","others","2021-07-01 00:00:00.0","7","12.299999999999997","19.679999999999996"
"Tier 2","OnPoint","Kamart","89771749","Non CBP","0","0","others","2021-05-01 00:00:00.0","5","0.0","0.0"
"Tier 1","GroupM","Unicharm","63522286","CBP","1","1","fb cpas","2021-03-01 00:00:00.0","3","3997.0000000000005","6395.200000000001"
"Tier 1","GroupM","OPPO","25452983","Non CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","293.20000000000005","967.5600000000001"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","others","2021-09-01 00:00:00.0","9","1320.75","2113.2000000000003"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","others","2021-06-01 00:00:00.0","6","63.9","102.24000000000001"
"Tier 1","Dentsu","Hayat","530868942","Non CBP","1","0","fb non cpas","2021-11-01 00:00:00.0","11","255.79999999999998","409.28"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","fb non cpas","2021-04-01 00:00:00.0","4","649.5200000000001","1039.2320000000002"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","google","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 2","OnPoint","Unilever International","39232661","CBP","0","1","google","2021-11-01 00:00:00.0","11","0.0","0.0"
"Tier 2","1 Digital","Acer","333430029","Non CBP","0","1","fb non cpas","2021-10-01 00:00:00.0","10","0.0","0.0"
"Tier 1","GroupM","BRAND’S Suntory","295384841","Non CBP","1","1","fb cpas","2021-04-01 00:00:00.0","4","218.96000000000004","722.5680000000001"
"Tier 1","GroupM","KC","35284879","CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","0.35","0.5599999999999999"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","google","2021-02-01 00:00:00.0","2","3.6000000000000005","5.760000000000002"
"Tier 1","Publicis","Budweiser","145529863","Non CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","0.8","2.64"
"Tier 1","Dentsu","Mentholatum","138781248","CBP","1","0","fb non cpas","2021-10-01 00:00:00.0","10","0.2","0.32000000000000006"
"Tier 1","OMD","Electrolux","331346099","Non CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","0.3","0.9899999999999999"
"Tier 2","OnPoint","BOSCH","75810249","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","0.3","0.9899999999999999"
"Tier 1","GroupM","KC","35284879","CBP","1","1","others","2021-09-01 00:00:00.0","9","0.6","0.96"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb cpas","2021-04-01 00:00:00.0","4","2863.0000000000005","4580.800000000001"
"Tier 1","GroupM","Mars Petcare","55064572","Non CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","974.0499999999998","3214.3649999999993"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","google","2021-04-01 00:00:00.0","4","1242.0000000000005","1987.2000000000007"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","fb non cpas","2021-08-01 00:00:00.0","8","1153.2","3805.56"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","others","2021-10-01 00:00:00.0","10","30057.75","99190.575"
"Tier 1","GroupM","P&G","148910286","CBP","1","1","google","2021-11-01 00:00:00.0","11","7817.400000000001","12507.840000000002"
"Tier 1","GroupM","Shiseido CPC","27495213","CBP","1","1","fb non cpas","2021-12-01 00:00:00.0","12","13456.600000000002","21530.560000000005"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb cpas","2021-04-01 00:00:00.0","4","4176.6","6682.560000000001"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb cpas","2021-06-01 00:00:00.0","6","0.0","0.0"
"Tier 1","Dentsu","Bitis","25211549","CBP","1","0","fb non cpas","2021-11-01 00:00:00.0","11","853.2","1365.1200000000001"
"Tier 1","Dentsu","RB Health","61792033","CBP","1","0","fb cpas","2021-02-01 00:00:00.0","2","17.920000000000005","28.67200000000001"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","google","2021-07-01 00:00:00.0","7","1013.4","1621.44"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","others","2021-10-01 00:00:00.0","10","4627.349999999999","15270.254999999997"
"Tier 2","PMAX","Unilever","219192749","CBP","1","0","fb cpas","2021-12-01 00:00:00.0","12","6258.35","10013.36"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","google","2021-01-01 00:00:00.0","1","182.70000000000007","292.3200000000001"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","fb non cpas","2021-06-01 00:00:00.0","6","13.34","21.344"
"Tier 1","Dentsu","Philips","284593651","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","fb cpas","2021-11-01 00:00:00.0","11","1107.75","3655.575"
"Tier 1","OMD","Electrolux","331346099","Non CBP","1","1","fb cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","fb non cpas","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 1","Dentsu","Panasonic","189431669","CBP","1","0","fb non cpas","2021-03-01 00:00:00.0","3","1.1500000000000001","1.8400000000000003"
"Tier 1","GroupM","Colgate-Palmolive Vietnam","130860061","CBP","1","1","others","2021-01-01 00:00:00.0","1","0.15","0.24"
"Tier 2","Intrepid","Colgate Palmolive","130860061","CBP","0","0","fb non cpas","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","google","2021-10-01 00:00:00.0","10","69.4","111.04000000000002"
"Tier 2","Intrepid","Panasonic","189431669","CBP","0","1","google","2021-12-01 00:00:00.0","12","0.0","0.0"
"Tier 1","OMD","Beiersdorf","82297261","Non CBP","1","1","others","2021-04-01 00:00:00.0","4","933.4499999999997","3080.384999999999"
"Tier 1","Dentsu","Mentholatum","95753434","CBP","1","0","google","2021-06-01 00:00:00.0","6","654.6599999999999","1047.456"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","others","2021-01-01 00:00:00.0","1","2.8499999999999996","9.404999999999998"
"Tier 1","Publicis","GSK","137252616","CBP","1","0","google","2021-04-01 00:00:00.0","4","3373.560000000001","5397.696000000002"
"Tier 1","OMD","Beiersdorf","61922582","Non CBP","1","1","fb cpas","2021-12-01 00:00:00.0","12","2437.0500000000006","8042.265000000001"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","others","2021-02-01 00:00:00.0","2","88.05","290.565"
"Tier 1","Publicis","Samsung","65589552","CBP","1","1","fb cpas","2021-07-01 00:00:00.0","7","19572.349999999995","31315.759999999995"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb cpas","2021-01-01 00:00:00.0","1","5539.679999999999","8863.488"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","others","2021-04-01 00:00:00.0","4","414.59999999999985","663.3599999999998"
"Tier 1","GroupM","Huawei","93963889","CBP","1","1","others","2021-01-01 00:00:00.0","1","392.4","627.84"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","fb non cpas","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","others","2021-09-01 00:00:00.0","9","231.44999999999993","370.31999999999994"
"Tier 1","Publicis","L'Oreal CPD","37251933","CBP","1","1","fb non cpas","2021-05-01 00:00:00.0","5","220.79999999999995","353.28"
"Tier 2","OnPoint","BOSCH","75810249","Non CBP","1","1","fb cpas","2021-01-01 00:00:00.0","1","1.92","6.335999999999999"
"Tier 1","GroupM","Sanofi","165026318","Non CBP","1","1","others","2021-07-01 00:00:00.0","7","4.6499999999999995","15.344999999999997"
"Tier 1","GroupM","Xiaomi","191065034","Non CBP","1","1","google","2021-12-01 00:00:00.0","12","175.40000000000003","578.82"
"Tier 1","Dentsu","GroupSEB","254657873","CBP","1","0","fb cpas","2021-08-01 00:00:00.0","8","25562.95","40900.72"
"Tier 1","GroupM","Bayer","165012996","Non CBP","1","1","others","2021-06-01 00:00:00.0","6","21.900000000000006","72.27000000000001"
"Tier 1","GroupM","Vinasoy","192983257","Non CBP","1","1","others","2021-02-01 00:00:00.0","2","0.44999999999999996","1.4849999999999999"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","google","2021-11-01 00:00:00.0","11","607.6","972.1600000000001"
"Tier 1","Publicis","L'Oreal ACD","37147137","CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","262.2000000000001","419.5200000000002"
"Tier 1","GroupM","FCV","127691603","Non CBP","1","1","others","2021-12-01 00:00:00.0","12","0.15","0.49499999999999994"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","fb non cpas","2021-03-01 00:00:00.0","3","111.20000000000002","366.96000000000004"
"Tier 2","OnPoint","Panasonic","189431669","CBP","0","1","google","2021-02-01 00:00:00.0","2","0.0","0.0"
"Tier 2","PMAX","Logitech","52679373","Non CBP","1","0","fb non cpas","2021-09-01 00:00:00.0","9","1.0","3.3"
"Tier 1","OMD","LG Electronics","95303264","CBP","1","1","fb non cpas","2021-09-01 00:00:00.0","9","1.6","2.5600000000000005"
"Tier 1","Publicis","L'Oreal CPD","37252407","CBP","1","1","google","2021-10-01 00:00:00.0","10","0.2","0.32000000000000006"
"Tier 1","GroupM","Shiseido CPC","58411241","CBP","1","1","others","2021-12-01 00:00:00.0","12","199.95000000000002","319.9200000000001"
"Tier 1","GroupM","P&G","89960894","CBP","1","1","others","2021-02-01 00:00:00.0","2","2719.4999999999995","4351.2"
"Tier 2","1 Digital","Huawei","93963889","CBP","0","0","others","2021-03-01 00:00:00.0","3","0.0","0.0"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","google","2021-10-01 00:00:00.0","10","1581.3999999999999","2530.24"
"Tier 1","GroupM","Shiseido Prestige","392896126","Non CBP","1","1","others","2021-08-01 00:00:00.0","8","59.55","196.515"
"Tier 1","GroupM","Marico","32467552","Non CBP","1","1","google","2021-04-01 00:00:00.0","4","121.5","400.95"
"Tier 1","Publicis","L'Oreal ACD","37251700","CBP","1","1","fb non cpas","2021-10-01 00:00:00.0","10","4728.800000000001","7566.080000000002"
"Tier 2","PMAX","LG Beauty","199300768","CBP","1","0","fb cpas","2021-04-01 00:00:00.0","4","0.0","0.0"
"Tier 1","Publicis","L'Oreal CPD","421677475","CBP","1","1","fb cpas","2021-09-01 00:00:00.0","9","2243.85","3590.16"
"Tier 1","OMD","HP","142007769","Non CBP","1","1","google","2021-06-01 00:00:00.0","6","112.14","370.06199999999995"
"Tier 1","GroupM","Nestlé","269296276","CBP","1","1","fb cpas","2021-06-01 00:00:00.0","6","1315.4399999999998","2104.7039999999997"
