user_id,created_at,app_screen
26213,2022-08-22T23:49:59.483Z,home_screen
26213,2022-08-22T23:50:47.506Z,home_screen
24929,2022-08-22T21:59:14.809Z,home_screen
22111,2022-08-22T18:37:19.316Z,home_screen
23644,2022-08-22T13:00:10.795Z,home_screen
26169,2022-08-22T14:01:20.333Z,home_screen
26113,2022-08-23T00:55:19.755Z,home_screen
2389,2022-08-22T20:02:56.349Z,home_screen
22322,2022-08-22T19:20:46.272Z,home_screen
22322,2022-08-22T19:21:10.669Z,home_screen
26160,2022-08-22T12:06:34.126Z,home_screen
26160,2022-08-22T12:09:27.886Z,home_screen
21679,2022-08-22T20:48:10.286Z,home_screen
5681,2022-08-22T20:38:27.000Z,home_screen
5681,2022-08-22T20:33:54.483Z,home_screen
26181,2022-08-22T17:05:34.035Z,home_screen
26181,2022-08-22T17:08:12.448Z,home_screen
21071,2022-08-22T16:42:24.100Z,home_screen
21071,2022-08-22T16:42:56.239Z,home_screen
26163,2022-08-22T22:48:15.206Z,home_screen
26163,2022-08-22T12:41:53.012Z,home_screen
26163,2022-08-22T12:46:34.299Z,home_screen
26163,2022-08-22T12:49:15.526Z,home_screen
26163,2022-08-22T12:44:09.262Z,home_screen
26163,2022-08-22T12:46:27.720Z,home_screen
22166,2022-08-22T16:03:36.594Z,home_screen
13975,2022-08-22T23:47:57.975Z,home_screen
13975,2022-08-23T00:44:02.380Z,home_screen
13975,2022-08-22T23:36:07.908Z,home_screen
26182,2022-08-22T17:24:22.007Z,home_screen
26182,2022-08-22T17:22:22.273Z,home_screen
25937,2022-08-22T18:26:59.320Z,home_screen
26205,2022-08-22T22:20:03.483Z,home_screen
24817,2022-08-22T22:44:28.336Z,home_screen
24817,2022-08-22T22:47:42.559Z,home_screen
26172,2022-08-22T14:52:40.675Z,home_screen
26172,2022-08-22T14:56:05.005Z,home_screen
424,2022-08-22T12:48:42.089Z,home_screen
424,2022-08-22T12:48:25.079Z,home_screen
5919,2022-08-22T23:43:49.028Z,home_screen
21632,2022-08-22T13:15:52.727Z,home_screen
18217,2022-08-23T00:12:06.449Z,home_screen
19578,2022-08-23T00:55:48.716Z,home_screen
25540,2022-08-22T21:16:51.544Z,home_screen
26186,2022-08-22T22:26:08.060Z,home_screen
26128,2022-08-22T19:51:29.173Z,home_screen
26128,2022-08-22T19:51:38.692Z,home_screen
22727,2022-08-22T19:43:47.249Z,home_screen
23634,2022-08-22T20:27:50.787Z,home_screen
18195,2022-08-23T00:48:49.896Z,home_screen
16144,2022-08-22T17:51:26.764Z,home_screen
26194,2022-08-22T19:48:13.965Z,home_screen
26194,2022-08-22T19:49:11.014Z,home_screen
26197,2022-08-22T19:59:23.755Z,home_screen
26200,2022-08-22T20:55:56.526Z,home_screen
26200,2022-08-22T20:55:42.328Z,home_screen
16522,2022-08-22T22:18:16.006Z,home_screen
16522,2022-08-22T22:18:14.868Z,home_screen
26203,2022-08-22T22:02:13.081Z,home_screen
24602,2022-08-22T14:30:04.837Z,home_screen
12940,2022-08-22T18:37:28.259Z,home_screen
24615,2022-08-22T23:14:55.688Z,home_screen
25803,2022-08-23T00:09:26.098Z,home_screen
25803,2022-08-22T18:54:28.117Z,home_screen
21046,2022-08-22T21:03:23.763Z,home_screen
26135,2022-08-22T18:34:45.621Z,home_screen
25161,2022-08-22T18:07:03.110Z,home_screen
25970,2022-08-22T11:30:10.294Z,home_screen
25180,2022-08-22T20:17:06.044Z,home_screen
25180,2022-08-22T18:19:28.097Z,home_screen
15697,2022-08-22T15:43:08.690Z,home_screen
15697,2022-08-22T15:34:57.018Z,home_screen
15697,2022-08-22T15:03:12.278Z,home_screen
26183,2022-08-22T17:24:03.344Z,home_screen
26033,2022-08-22T21:45:26.987Z,home_screen
26210,2022-08-22T23:44:41.159Z,home_screen
26210,2022-08-22T22:44:02.344Z,home_screen
26218,2022-08-22T23:51:36.509Z,home_screen
16536,2022-08-23T00:06:45.296Z,home_screen
26180,2022-08-22T16:38:00.459Z,home_screen
26188,2022-08-22T18:21:06.838Z,home_screen
25415,2022-08-23T00:27:41.894Z,home_screen
25415,2022-08-23T00:27:50.429Z,home_screen
26177,2022-08-22T18:55:43.881Z,home_screen
26177,2022-08-22T18:22:26.530Z,home_screen
18054,2022-08-22T15:48:27.717Z,home_screen
25362,2022-08-22T22:15:05.179Z,home_screen
24291,2022-08-22T15:28:02.346Z,home_screen
26168,2022-08-22T13:44:43.283Z,home_screen
25733,2022-08-22T14:00:58.632Z,home_screen
28115,2022-09-09T10:46:47.436Z,home_screen
28115,2022-09-09T10:35:32.691Z,home_screen
24862,2022-09-09T07:13:57.821Z,home_screen
19002,2022-09-09T12:05:42.714Z,home_screen
26931,2022-09-09T08:48:14.816Z,home_screen
28089,2022-09-09T03:38:16.622Z,home_screen
